Date,Symbol,Stock_Name,FII_DII_Cash,FII_DII_FNO,Price_Change,Current_Price
2026-08-10,CROMPTON,Crompton Gr. Con,Sold,Bought,-7.43%,249.95
2026-08-10,GODREJCP,Godrej Consumer Products Limited,Sold,Bought,-2.53%,1050.00
2026-08-10,PREMIERENE,Premier Energies Limited,Bought,Bought,0.53%,1047.20
2026-08-10,FORTIS,Fortis Healthcare Limited,Bought,Bought,3.82%,955.15
2026-08-10,PGEL,PG Electroplast Limited,Bought,Bought,3.43%,630.65
2026-08-10,BRITANNIA,Britannia Industries Limited,Bought,Bought,1.96%,5510.00
2026-08-10,DELHIVERY,Delhivery Limited,Bought,Bought,2.09%,473.30
2026-08-10,HEROMOTOCO,Hero MotoCorp Limited,Bought,Bought,3.14%,5725.00
2026-08-10,MPHASIS,MphasiS Limited,Bought,Bought,2.19%,2475.00
2026-08-10,GRASIM,Grasim Industries Limited,Bought,Bought,3.2%,3323.00
2026-08-10,MOTHERSON,Samvrdhna Mthrsn Intl Ltd,Bought,Bought,8.71%,168.50
2026-08-10,SBICARD,Sbi Cards & Pay Ser Ltd,Sold,Bought,-0.15%,659.00
2026-08-10,TATAELXSI,Tata Elxsi Limited,Bought,Bought,1.78%,3781.00
2026-08-10,LTF,L&t Finance Limited,Sold,Bought,-2.73%,308.00
2026-08-10,OIL,Oil India Limited,Sold,Bought,-0.27%,442.80
2026-08-10,BAJFINANCE,Bajaj Finance Limited,Sold,Bought,-5.84%,1078.00
2026-08-10,ABCAPITAL,Aditya Birla Capital Ltd.,Sold,Bought,-3.19%,408.05
2026-08-10,INDUSINDBK,IndusInd Bank Limited,Bought,Bought,0.57%,1022.00
2026-08-10,WAAREEENER,Waaree Energies Limited,Bought,Sold,2.11%,2717.00
2026-08-10,SBIN,State Bank of India,Bought,Bought,1.12%,1097.20
2026-08-10,PERSISTENT,Persistent Systems Limited,Bought,Bought,0.28%,5475.00
2026-08-10,AMBER,Amber Enterprises,Bought,Bought,0.13%,7435.00
2026-08-10,LTM,Ltimindtree Limited,Bought,Bought,2.87%,4658.10
2026-08-10,ANGELONE,Angel One Limited,Sold,Bought,-1.72%,292.00
2026-08-10,ADANIPORTS,Adani Ports and Special Economic Zone Limited,Sold,Bought,-0.09%,1693.50
2026-08-10,BHEL,Bharat Heavy Electricals Limited,Sold,Bought,-0.72%,405.20
2026-08-10,360ONE,360 One Wam Limited,Sold,Bought,-1.51%,1168.10
2026-08-10,INOXWIND,Inox Wind Limited,Sold,Bought,-0.26%,78.00
2026-08-10,SUZLON,Suzlon Energy Limited,Bought,Bought,0.1%,48.15
2026-08-10,LUPIN,Lupin Limited,Sold,Bought,-0.9%,2363.50
2026-08-10,MOTILALOFS,Motilal Oswal Financial Services Limited,Sold,Sold,-0.46%,870.00
2026-08-10,TECHM,Tech Mahindra Limited,Bought,Bought,0.17%,1635.00
2026-08-10,GODREJPROP,Godrej Properties Limited,Sold,Bought,-0.57%,2070.00
2026-08-10,VMM,Vishal Mega Mart Limited,Sold,Bought,-0.73%,108.72
2026-08-10,TCS,Tata Consultancy Services Limited,Bought,Bought,3.36%,2452.70
2026-08-10,COFORGE,Coforge Limited,Bought,Bought,0.18%,1776.00
2026-08-10,JSWENERGY,JSW Energy Limited,Bought,Bought,0.52%,564.40
2026-08-10,ADANIGREEN,Adani Green Energy Ltd,Bought,Bought,0.07%,1372.40
2026-08-10,INDIANB,Indian Bank,Bought,Bought,1.32%,889.50
2026-08-10,AUROPHARMA,Aurobindo Pharma Limited,Bought,Sold,4.35%,1658.00
