Date,Symbol,Stock_Name,FII_DII_Cash,FII_DII_FNO,Price_Change,Current_Price
2026-09-01,NHPC,NHPC Limited,Bought,Bought,2.54%,76.72
2026-09-01,VOLTAS,Voltas Limited,Sold,Bought,-0.47%,1194.40
2026-09-01,LT,Larsen & Toubro Limited,Sold,Bought,-0.02%,4044.90
2026-09-01,KFINTECH,Kfin Technologies Limited,Bought,Sold,2.11%,970.00
2026-09-01,TATACONSUM,Tata Consumer Product Ltd,Sold,Bought,-0.31%,1037.50
2026-09-01,BPCL,Bharat Petroleum Corporation Limited,Bought,Bought,1.5%,324.05
2026-09-01,BIOCON,Biocon Limited,Bought,Bought,0.22%,412.00
2026-09-01,TMPV,Tata Motors Pass Veh Ltd,Sold,Bought,-3.3%,308.85
2026-09-01,AUBANK,Au Small Finance Bank Ltd,Bought,Bought,0.84%,1086.20
2026-09-01,DABUR,Dabur India Limited,Sold,Bought,-1.3%,381.00
2026-09-01,ICICIGI,Icici Lombard Gic Limited,Bought,Sold,0.31%,1566.90
2026-09-01,INDHOTEL,The Indian Hotels Company Limited,Bought,Bought,4.46%,737.90
2026-09-01,MARICO,Marico Limited,Sold,Bought,-1.16%,820.00
2026-09-01,ITC,ITC Limited,Sold,Bought,-3.95%,255.50
2026-09-01,ULTRACEMCO,UltraTech Cement Limited,Sold,Bought,-1.2%,11450.00
2026-09-01,YESBANK,Yes Bank Limited,Bought,Bought,3.3%,22.83
2026-09-01,BAJAJHLDNG,Bajaj Holdings & Investment Limited,Bought,Bought,2.68%,11644.00
2026-09-01,DELHIVERY,Delhivery Limited,Sold,Sold,-2.98%,456.20
2026-09-01,MARUTI,Maruti Suzuki India Limited,Bought,Bought,1.28%,13547.00
2026-09-01,BHEL,Bharat Heavy Electricals Limited,Bought,Bought,2.74%,442.65
2026-09-01,CHOLAFIN,Cholamandalam Investment and Finance Company Limited,Sold,Bought,-0.3%,1857.40
2026-09-01,BEL,Bharat Electronics Limited,Bought,Bought,0.62%,414.45
2026-09-01,MAZDOCK,Mazagon Dock Shipbuil Ltd,Sold,Bought,-2.94%,2480.00
2026-09-01,LTF,L&t Finance Limited,Bought,Bought,2.13%,321.00
2026-09-01,BAJAJFINSV,Bajaj Finserv Limited,Bought,Bought,0.95%,2021.00
2026-09-01,BAJFINANCE,Bajaj Finance Limited,Sold,Bought,-2.12%,1057.00
2026-09-01,ONGC,Oil & Natural Gas Corporation Limited,Sold,Bought,-0.19%,231.80
2026-09-01,POLYCAB,Polycab India Limited,Bought,Bought,3.93%,9445.00
2026-09-01,CGPOWER,Cg Power And Ind Sol Ltd,Bought,Bought,3.04%,916.00
2026-09-01,GRASIM,Grasim Industries Limited,Bought,Bought,2.46%,3371.00
2026-09-01,FORTIS,Fortis Healthcare Limited,Sold,Bought,-2.14%,906.90
