Date,Symbol,Stock_Name,FII_DII_Cash,FII_DII_FNO,Price_Change,Current_Price
2026-09-01,ADANIENT,Adani Enterprises Limited,Sold,Bought,-9.76%,2859.10
2026-09-01,ADANIENSOL,Adani Energy Solution Ltd,Sold,Bought,-10.37%,1417.40
2026-09-01,SBICARD,Sbi Cards & Pay Ser Ltd,Bought,Bought,0.58%,644.75
2026-09-01,ASTRAL,Astral Poly Technik Limited,Sold,Sold,-0.66%,1522.20
2026-09-01,LAURUSLABS,Laurus Labs Limited,Sold,Bought,-1.21%,1915.00
2026-09-01,NAM-INDIA,Nippon L I A M Ltd,Sold,Bought,-1.85%,1172.30
2026-09-01,ETERNAL,Eternal Limited,Bought,Bought,0.03%,328.10
2026-09-01,NATIONALUM,National Aluminium Company Limited,Sold,Bought,-3.41%,381.50
2026-09-01,JSWENERGY,JSW Energy Limited,Sold,Bought,-2.78%,520.40
2026-09-01,ANGELONE,Angel One Limited,Sold,Bought,-2.41%,286.90
2026-09-01,NESTLEIND,Nestle India Limited,Bought,Bought,2.88%,1496.50
2026-09-01,NYKAA,Fsn E Commerce Ventures,Bought,Bought,4.14%,349.55
2026-09-01,RELIANCE,Reliance Industries Limited,Sold,Sold,-0.78%,1277.00
2026-09-01,AUROPHARMA,Aurobindo Pharma Limited,Bought,Bought,4.36%,1717.00
2026-09-01,ABCAPITAL,Aditya Birla Capital Ltd.,Bought,Bought,0.95%,409.40
2026-09-01,HDFCBANK,HDFC Bank Limited,Sold,Bought,-1.57%,709.00
2026-09-01,PIDILITIND,Pidilite Industries Limited,Bought,Bought,3.57%,1687.70
2026-09-01,COLPAL,Colgate Palmolive,Bought,Bought,3.87%,1897.60
2026-09-01,ADANIPOWER,Adani Power Limited,Sold,Bought,-6.88%,198.00
2026-09-01,INDIANB,Indian Bank,Bought,Bought,1.85%,898.75
2026-09-01,TORNTPHARM,Torrent Pharmaceuticals Limited,Bought,Bought,0.32%,5066.00
2026-09-01,INDUSTOWER,Indus Towers Limited,Bought,Bought,2.32%,388.80
2026-09-01,IOC,Indian Oil Corporation Limited,Bought,Bought,1.48%,139.13
2026-09-01,HINDALCO,Hindalco Industries Limited,Sold,Bought,-2.12%,1015.45
2026-09-01,RADICO,Radico Khaitan Limited,Sold,Bought,-2.61%,4485.00
2026-09-01,SWIGGY,Swiggy Limited,Bought,Bought,0.5%,281.90
2026-09-01,360ONE,360 One Wam Limited,Sold,Bought,-2.08%,1175.00
2026-09-01,POLICYBZR,Pb Fintech Limited,Bought,Sold,3.51%,1875.00
2026-09-01,KAYNES,Kaynes Technology Ind Ltd,Sold,Bought,-6.55%,3685.00
2026-09-01,ADANIGREEN,Adani Green Energy Ltd,Sold,Bought,-7.33%,1214.90
2026-09-01,PHOENIXLTD,The Phoenix Mills Limited,Sold,Bought,-0.89%,1900.00
2026-09-01,JIOFIN,Jio Fin Services Ltd,Bought,Bought,1.24%,241.35
2026-09-01,DLF,DLF Limited,Bought,Bought,1.65%,691.05
2026-09-01,VMM,Vishal Mega Mart Limited,Bought,Bought,3.4%,110.64
2026-09-01,OBEROIRLTY,Oberoi Realty Limited,Sold,Bought,-0.11%,1868.00
2026-09-01,ADANIPORTS,Adani Ports and Special Economic Zone Limited,Sold,Bought,-6.7%,1593.10
2026-09-01,DRREDDY,Dr. Reddy's Laboratories Limited,Sold,Bought,-2%,1154.40
2026-09-01,LUPIN,Lupin Limited,Bought,Bought,0.78%,2188.40
2026-09-01,ASIANPAINT,Asian Paints Limited,Bought,Bought,1.72%,2653.60
2026-09-01,BHARTIARTL,Bharti Airtel Limited,Sold,Bought,-3.75%,1811.90
2026-09-01,BANKBARODA,Bank of Baroda,Sold,Bought,-1.36%,238.60
2026-09-01,UNIONBANK,Union Bank of India,Bought,Bought,1.41%,188.63
2026-09-01,SHRIRAMFIN,Shriram Finance Limited,Bought,Bought,2.12%,1109.90
2026-09-01,CIPLA,Cipla Limited,Sold,Bought,-1%,1409.20
2026-09-01,GMRAIRPORT,Gmr Airports Limited,Sold,Bought,-4.76%,93.63
2026-09-01,PRESTIGE,Prestige Estates Projects Limited,Bought,Bought,2.83%,1633.00
2026-09-01,MANAPPURAM,Manappuram Finance Limited,Sold,Bought,-2.52%,340.10
2026-09-01,OIL,Oil India Limited,Bought,Bought,0.06%,483.15
2026-09-01,NTPC,NTPC Limited,Sold,Bought,-0.8%,327.40
2026-09-01,SUZLON,Suzlon Energy Limited,Bought,Bought,1.56%,47.52
2026-09-01,UNITDSPR,United Spirits Limited,Sold,Bought,-1.32%,1490.00
2026-09-01,PETRONET,Petronet LNG Limited,Bought,Bought,2.95%,300.60
2026-09-01,HINDPETRO,Hindustan Petroleum Corporation Limited,Bought,Bought,0.48%,365.75
2026-09-01,MOTHERSON,Samvrdhna Mthrsn Intl Ltd,Bought,Bought,3.07%,170.68
2026-09-01,BOSCHLTD,Bosch Limited,Bought,Bought,2.8%,50000.00
2026-09-01,ABB,ABB India Limited,Bought,Bought,1.72%,7638.50
2026-09-01,POWERINDIA,Abb Power Pro N Sys Ind L,Bought,Bought,1.29%,33760.00
2026-09-01,POWERGRID,Power Grid Corporation of India Limited,Sold,Bought,-0.94%,263.55
2026-09-01,MUTHOOTFIN,Muthoot Finance Limited,Sold,Bought,-3.65%,2978.10
2026-09-01,FORCEMOT,Force Motors Limited,Bought,Bought,0.9%,17526.00
2026-09-01,EICHERMOT,Eicher Motors Limited,Sold,Bought,-1.31%,7953.50
2026-09-01,RBLBANK,RBL Bank,Sold,Bought,-0.43%,380.35
2026-09-01,LODHA,Macrotech Developers Ltd,Sold,Bought,-5.92%,1198.60
2026-09-01,PAGEIND,Page Industries Limited,Sold,Bought,-0.51%,35800.00
2026-09-01,UPL,UPL Limited,Sold,Bought,-1.53%,562.25
2026-09-01,INDIGO,INTERGLOBE AVIATIO INR10,Bought,Bought,1.32%,5234.00
2026-09-01,PNB,Punjab National Bank,Sold,Bought,-1.01%,114.23
2026-09-01,ICICIPRULI,ICICI Pru Life,Bought,Bought,2.18%,517.05
2026-09-01,SUPREMEIND,Supreme Industries Limited,Sold,Sold,-2.14%,3559.00
2026-09-01,BHARATFORG,Bharat Forge Limited,Bought,Bought,3.3%,2104.90
2026-09-01,GODREJPROP,Godrej Properties Limited,Sold,Bought,-0.71%,2014.70
2026-09-01,SUNPHARMA,Sun Pharmaceuticals Industries Limited,Bought,Bought,3.38%,1984.80
2026-09-01,PFC,Power Finance Corporation Limited,Sold,Bought,-4.46%,336.30
2026-09-01,BANDHANBNK,Bandhan Bank Limited,Sold,Bought,-2.82%,163.50
2026-09-01,TRENT,Trent Limited,Sold,Bought,-0.62%,2879.90
2026-09-01,SRF,SRF Limited,Sold,Bought,-1.14%,2560.40
2026-09-01,MCX,Multi Commodity Exchange of India Limited,Bought,Bought,2.04%,3400.00
2026-09-01,MANKIND,Mankind Pharma Limited,Bought,Bought,1.52%,2419.20
2026-09-01,FEDERALBNK,The Federal Bank  Limited,Bought,Bought,3.62%,356.70
2026-09-01,PATANJALI,Patanjali Foods Limited,Sold,Bought,-0.99%,345.00
2026-09-01,DMART,Avenue Supermarts Limited,Bought,Bought,1.81%,3900.00
2026-09-01,IEX,Indian Energy Exc Ltd,Sold,Bought,-1.07%,120.50
2026-09-01,WAAREEENER,Waaree Energies Limited,Sold,Bought,-1.33%,2605.00
2026-09-01,HINDUNILVR,Hindustan Unilever Limited,Sold,Bought,-2.14%,1967.40
2026-09-01,AXISBANK,Axis Bank Limited,Bought,Sold,2.77%,1300.00
2026-09-01,RECLTD,Rural Electrification Corporation Limited,Bought,Bought,2.05%,323.30
2026-09-01,PGEL,PG Electroplast Limited,Sold,Bought,-0.83%,581.00
2026-09-01,ICICIBANK,ICICI Bank Limited,Bought,Bought,2.19%,1454.00
2026-09-01,HDFCLIFE,Hdfc Stand Life In Co Ltd,Sold,Bought,-0.85%,543.35
2026-09-01,INOXWIND,Inox Wind Limited,Sold,Bought,-1.98%,70.37
2026-09-01,BANKINDIA,Bank of India,Sold,Bought,-1.67%,141.59
