Date,Symbol,Stock_Name,FII_DII_Cash,FII_DII_FNO,Price_Change,Current_Price
2026-08-03,SHREECEM,Shree Cements Limited,Sold,Bought,-1.51%,26055.00
2026-08-03,ABCAPITAL,Aditya Birla Capital Ltd.,Bought,Bought,2.6%,404.30
2026-08-03,MANKIND,Mankind Pharma Limited,Sold,Bought,-4.13%,2469.60
2026-08-03,HYUNDAI,Hyundai Motor India Ltd,Bought,Bought,8.05%,2180.70
2026-08-03,GAIL,GAIL,Bought,Bought,4.49%,181.44
2026-08-03,BAJAJFINSV,Bajaj Finserv Limited,Bought,Bought,6.27%,2029.10
2026-08-03,BAJFINANCE,Bajaj Finance Limited,Bought,Bought,8.32%,1141.20
2026-08-03,ASHOKLEY,Ashok Leyland Limited,Bought,Bought,5.12%,166.18
2026-08-03,BHARATFORG,Bharat Forge Limited,Bought,Bought,1.62%,2199.80
2026-08-03,HDFCAMC,Hdfc Amc Limited,Bought,Sold,2.73%,2615.80
2026-08-03,LICHSGFIN,LIC Housing Finance Limited,Sold,Bought,-3.29%,523.10
2026-08-03,JIOFIN,Jio Fin Services Ltd,Bought,Bought,3.85%,256.46
2026-08-03,SIEMENS,Siemens Limited,Bought,Bought,2.77%,3760.00
2026-08-03,HDFCLIFE,Hdfc Stand Life In Co Ltd,Bought,Bought,0.57%,548.50
2026-08-03,TATASTEEL,Tata Steel Limited,Bought,Bought,1.48%,189.69
2026-08-03,MOTHERSON,Samvrdhna Mthrsn Intl Ltd,Bought,Bought,2.75%,150.75
2026-08-03,CHOLAFIN,Cholamandalam Investment and Finance Company Limited,Bought,Bought,4.29%,1849.90
2026-08-03,INDUSINDBK,IndusInd Bank Limited,Bought,Sold,0.1%,1012.45
2026-08-03,VMM,Vishal Mega Mart Limited,Sold,Bought,-0.73%,107.10
2026-08-03,BAJAJHLDNG,Bajaj Holdings & Investment Limited,Bought,Bought,3.4%,11343.00
2026-08-03,SUNPHARMA,Sun Pharmaceuticals Industries Limited,Sold,Bought,-0.53%,1990.50
2026-08-03,DELHIVERY,Delhivery Limited,Bought,Bought,2.91%,481.95
2026-08-03,FORTIS,Fortis Healthcare Limited,Sold,Bought,-0.41%,945.00
2026-08-03,NAUKRI,Info Edge,Sold,Sold,-1.43%,1226.25
2026-08-03,OBEROIRLTY,Oberoi Realty Limited,Bought,Sold,0.73%,1827.70
2026-08-03,APLAPOLLO,APL Apollo Tubes Limited,Sold,Bought,-3.89%,1819.50
2026-08-03,LTF,L&t Finance Limited,Bought,Bought,1.63%,311.25
2026-08-03,TORNTPHARM,Torrent Pharmaceuticals Limited,Bought,Bought,5.15%,5122.80
2026-08-03,UPL,UPL Limited,Bought,Bought,0.29%,604.30
2026-08-03,JUBLFOOD,Jubilant Foodworks Limited,Sold,Bought,-0.35%,438.25
2026-08-03,AUBANK,Au Small Finance Bank Ltd,Bought,Bought,1.61%,1047.30
2026-08-03,BSE,Bse Limited,Bought,Bought,3.28%,3646.20
2026-08-03,IDEA,Idea Cellular Limited,Bought,Bought,1.09%,13.01
2026-08-03,BRITANNIA,Britannia Industries Limited,Sold,Bought,-1.95%,5416.50
2026-08-03,VEDL,Vedanta Limited,Sold,Bought,-1.21%,264.25
2026-08-03,CGPOWER,Cg Power And Ind Sol Ltd,Bought,Bought,3.7%,863.40
2026-08-03,KAYNES,Kaynes Technology Ind Ltd,Bought,Bought,5.06%,3804.60
2026-08-03,INDIANB,Indian Bank,Bought,Bought,1.12%,836.50
2026-08-03,SBIN,State Bank of India,Bought,Bought,0.2%,1027.40
2026-08-03,DIXON,Dixon Techno,Sold,Bought,-2.02%,14049.00
2026-08-03,JSWSTEEL,JSW Steel Limited,Sold,Bought,-0.06%,1270.00
2026-08-03,PHOENIXLTD,The Phoenix Mills Limited,Bought,Bought,0.29%,1893.30
2026-08-03,COCHINSHIP,Cochin Shipyard Limited,Bought,Bought,1.49%,1423.00
2026-08-03,CAMS,Computer Age Mngt Ser Ltd,Bought,Bought,0.38%,796.15
