Date,Symbol,Stock_Name,FII_DII_Cash,FII_DII_FNO,Price_Change,Current_Price
2026-09-23,PIIND,PI Industries Limited,Bought,Bought,3.8%,2410.00
2026-09-23,COALINDIA,Coal India Limited,Bought,Bought,3.21%,428.00
2026-09-23,GRASIM,Grasim Industries Limited,Sold,Sold,-1.19%,3128.20
2026-09-23,LTM,Ltimindtree Limited,Sold,Bought,-2.84%,4158.30
2026-09-23,HINDPETRO,Hindustan Petroleum Corporation Limited,Bought,Sold,0.87%,360.70
2026-09-23,BPCL,Bharat Petroleum Corporation Limited,Bought,Bought,0.27%,313.60
2026-09-23,RBLBANK,RBL Bank,Bought,Bought,5.17%,423.20
2026-09-23,CONCOR,Container Corporation of India Limited,Sold,Bought,-4.12%,467.00
2026-09-23,OIL,Oil India Limited,Sold,Bought,-2.37%,467.00
2026-09-23,TVSMOTOR,TVS Motor Company Limited,Sold,Sold,-0.36%,4140.00
2026-09-23,MOTILALOFS,Motilal Oswal Financial Services Limited,Bought,Bought,1.21%,1007.00
2026-09-23,KAYNES,Kaynes Technology Ind Ltd,Sold,Bought,-5.34%,3455.00
2026-09-23,PAGEIND,Page Industries Limited,Bought,Bought,3.34%,37150.00
2026-09-23,IEX,Indian Energy Exc Ltd,Sold,Bought,-0.81%,112.90
2026-09-23,MPHASIS,MphasiS Limited,Sold,Bought,-1.36%,2265.00
2026-09-23,WAAREEENER,Waaree Energies Limited,Sold,Bought,-0.17%,2494.80
2026-09-23,ASTRAL,Astral Poly Technik Limited,Sold,Bought,-1.38%,1381.60
2026-09-23,GAIL,GAIL,Sold,Bought,-0.45%,171.84
2026-09-23,ULTRACEMCO,UltraTech Cement Limited,Sold,Bought,-0.9%,11000.00
2026-09-23,INDUSTOWER,Indus Towers Limited,Bought,Bought,1.18%,382.10
2026-09-23,PIDILITIND,Pidilite Industries Limited,Sold,Bought,-0.03%,1572.70
2026-09-23,VMM,Vishal Mega Mart Limited,Bought,Bought,2.34%,104.03
2026-09-23,INDIGO,INTERGLOBE AVIATIO INR10,Bought,Sold,1.8%,5030.00
2026-09-23,DRREDDY,Dr. Reddy's Laboratories Limited,Bought,Bought,1.06%,1211.00
2026-09-23,CROMPTON,Crompton Gr. Con,Sold,Bought,-1.36%,222.00
2026-09-23,TITAN,Titan Company Limited,Bought,Bought,1.1%,4928.50
2026-09-23,SOLARINDS,Solar Industries India Limited,Bought,Sold,3.24%,19890.00
2026-09-23,DIXON,Dixon Techno,Sold,Bought,-1.99%,13084.00
2026-09-23,PETRONET,Petronet LNG Limited,Sold,Bought,-2%,281.75
2026-09-23,IDEA,Idea Cellular Limited,Bought,Bought,3.11%,14.27
2026-09-23,TATASTEEL,Tata Steel Limited,Bought,Bought,0.86%,184.97
2026-09-23,PRESTIGE,Prestige Estates Projects Limited,Bought,Sold,0.38%,1479.60
2026-09-23,SHRIRAMFIN,Shriram Finance Limited,Sold,Bought,-0.57%,1006.00
2026-09-23,FORCEMOT,Force Motors Limited,Sold,Bought,-1.2%,17275.00
2026-09-23,SBIN,State Bank of India,Sold,Bought,-0.9%,987.00
2026-09-23,APOLLOHOSP,Apollo Hospitals Enterprise Limited,Sold,Sold,-0.86%,8835.50
2026-09-23,BAJAJ-AUTO,Bajaj Auto Limited,Sold,Bought,-0.85%,11363.00
2026-09-23,INDUSINDBK,IndusInd Bank Limited,Sold,Bought,-0.1%,955.00
2026-09-23,DLF,DLF Limited,Bought,Sold,1.4%,669.50
2026-09-23,SWIGGY,Swiggy Limited,Bought,Bought,4.16%,284.05
2026-09-23,SUZLON,Suzlon Energy Limited,Sold,Bought,-0.78%,43.00
2026-09-23,WIPRO,Wipro Limited,Bought,Sold,0.88%,166.00
2026-09-23,TCS,Tata Consultancy Services Limited,Sold,Bought,-1.11%,2105.00
2026-09-23,TATAELXSI,Tata Elxsi Limited,Sold,Bought,-2.04%,3220.00
2026-09-23,ASIANPAINT,Asian Paints Limited,Bought,Bought,0.34%,2448.50
2026-09-23,INFY,Infosys Limited,Sold,Bought,-0.88%,1029.40
2026-09-23,ATHERENERG,Ather Energy Limited,Sold,Bought,-3.09%,1543.80
2026-09-23,CAMS,Computer Age Mngt Ser Ltd,Bought,Bought,0.02%,704.00
2026-09-23,HEROMOTOCO,Hero MotoCorp Limited,Sold,Sold,-0.85%,5373.00
2026-09-23,NESTLEIND,Nestle India Limited,Sold,Sold,-1.52%,1363.90
2026-09-23,BAJAJFINSV,Bajaj Finserv Limited,Sold,Bought,-1.43%,1823.40
