Date,Symbol,Stock_Name,FII_DII_Cash,FII_DII_FNO,Price_Change,Current_Price
2026-09-11,FORCEMOT,Force Motors Limited,Bought,Bought,4.72%,18175.00
2026-09-11,ATHERENERG,Ather Energy Limited,Bought,Bought,4.96%,1658.30
2026-09-11,PNBHOUSING,Pnb Housing Fin Ltd.,Bought,Bought,3.24%,1179.00
2026-09-11,DRREDDY,Dr. Reddy's Laboratories Limited,Sold,Bought,-0.17%,1143.00
2026-09-11,SRF,SRF Limited,Sold,Bought,-0.04%,2519.00
2026-09-11,SONACOMS,Sona Blw Precision Frgs L,Bought,Bought,0.5%,803.50
2026-09-11,PIIND,PI Industries Limited,Sold,Bought,-1.21%,2365.00
2026-09-11,INDUSTOWER,Indus Towers Limited,Sold,Sold,-0.45%,372.00
2026-09-11,CHOLAFIN,Cholamandalam Investment and Finance Company Limited,Bought,Sold,1.64%,1859.00
2026-09-11,CANBK,Canara Bank,Bought,Bought,0.42%,124.60
2026-09-11,ICICIPRULI,ICICI Pru Life,Bought,Bought,1.84%,471.00
2026-09-11,PETRONET,Petronet LNG Limited,Bought,Bought,0.98%,288.70
2026-09-11,ASHOKLEY,Ashok Leyland Limited,Sold,Bought,-0.53%,166.12
2026-09-11,WAAREEENER,Waaree Energies Limited,Sold,Bought,-0.78%,2548.00
2026-09-11,CUMMINSIND,Cummins India Limited,Sold,Sold,-0.3%,5155.00
2026-09-11,IREDA,Ireda 8.80ncdtr I Sr Iiib,Bought,Sold,1.19%,113.32
2026-09-11,KAYNES,Kaynes Technology Ind Ltd,Sold,Sold,-3.21%,3499.00
2026-09-11,NAM-INDIA,Nippon L I A M Ltd,Bought,Sold,1.73%,1185.00
2026-09-11,INDIGO,INTERGLOBE AVIATIO INR10,Sold,Bought,-0.6%,4945.00
2026-09-11,HAVELLS,Havells India Limited,Sold,Bought,-0.39%,1116.00
2026-09-11,OIL,Oil India Limited,Bought,Bought,0.27%,500.30
2026-09-11,ITC,ITC Limited,Sold,Bought,-0.58%,259.30
2026-09-11,PIDILITIND,Pidilite Industries Limited,Sold,Sold,-0.19%,1569.00
2026-09-11,PREMIERENE,Premier Energies Limited,Sold,Bought,-0.82%,967.90
2026-09-11,AMBUJACEM,Ambuja Cements Limited,Sold,Bought,-0.35%,395.60
2026-09-11,IDEA,Idea Cellular Limited,Sold,Bought,-3.99%,14.90
2026-09-11,RVNL,Rail Vikas Nigam Limited,Sold,Bought,-0.68%,205.60
2026-09-11,MPHASIS,MphasiS Limited,Sold,Bought,-0.68%,2291.70
2026-09-11,PNB,Punjab National Bank,Bought,Bought,1.07%,116.85
2026-09-11,HYUNDAI,Hyundai Motor India Ltd,Bought,Bought,1.04%,2205.00
2026-09-11,LTF,L&t Finance Limited,Bought,Sold,0.29%,311.30
