Date,Symbol,Stock_Name,FII_DII_Cash,FII_DII_FNO,Price_Change,Current_Price
2026-06-25,IRFC,Bond 8.00% Pa Tax Free S1,Sold,Bought,-6.25%,92.50
2026-06-25,GMRAIRPORT,Gmr Airports Limited,Bought,Bought,0.65%,108.07
2026-06-25,AUBANK,Au Small Finance Bank Ltd,Bought,Bought,3.98%,1067.20
2026-06-25,SWIGGY,Swiggy Limited,Sold,Bought,-2.26%,244.20
2026-06-25,EXIDEIND,Exide Industries Limited,Bought,Bought,5.4%,399.50
2026-06-25,INDIGO,INTERGLOBE AVIATIO INR10,Bought,Bought,4.95%,5207.20
2026-06-25,DELHIVERY,Delhivery Limited,Bought,Bought,0.97%,481.05
2026-06-25,SHREECEM,Shree Cements Limited,Bought,Bought,4.13%,26070.00
2026-06-25,LTF,L&t Finance Limited,Bought,Sold,3.56%,296.55
2026-06-25,OFSS,Oracle Financial Services Software Limited,Bought,Bought,6.14%,10468.50
2026-06-25,SHRIRAMFIN,Shriram Finance Limited,Bought,Bought,2.58%,1019.00
2026-06-25,TRENT,Trent Limited,Bought,Bought,3.31%,3247.00
2026-06-25,PHOENIXLTD,The Phoenix Mills Limited,Bought,Bought,3.28%,1912.30
2026-06-25,WIPRO,Wipro Limited,Sold,Sold,-0.01%,174.48
2026-06-25,KAYNES,Kaynes Technology Ind Ltd,Sold,Sold,-0.43%,3203.10
2026-06-25,TIINDIA,Tube Invest Of India Ltd,Sold,Bought,-2.67%,3170.50
2026-06-25,UNITDSPR,United Spirits Limited,Bought,Sold,1.6%,1359.10
2026-06-25,ICICIGI,Icici Lombard Gic Limited,Sold,Sold,-0.62%,1821.10
2026-06-25,PAGEIND,Page Industries Limited,Bought,Bought,2.28%,40885.00
2026-06-25,SONACOMS,Sona Blw Precision Frgs L,Bought,Sold,0.84%,621.10
2026-06-25,UNOMINDA,Uno Minda Limited,Sold,Bought,-1.32%,1103.50
2026-06-25,COLPAL,Colgate Palmolive,Sold,Sold,-0.77%,1965.30
2026-06-25,NHPC,NHPC Limited,Bought,Sold,1.81%,79.31
2026-06-25,PATANJALI,Patanjali Foods Limited,Sold,Sold,-0.1%,414.20
2026-06-25,POWERINDIA,Abb Power Pro N Sys Ind L,Sold,Bought,-5.93%,33950.00
2026-06-25,PERSISTENT,Persistent Systems Limited,Bought,Sold,1.9%,4928.50
2026-06-25,BHARTIARTL,Bharti Airtel Limited,Sold,Bought,-1.28%,1877.30
2026-06-25,BANDHANBNK,Bandhan Bank Limited,Bought,Sold,2.24%,211.76
2026-06-25,HEROMOTOCO,Hero MotoCorp Limited,Sold,Bought,-1.56%,4897.20
2026-06-25,FEDERALBNK,The Federal Bank  Limited,Bought,Sold,1.66%,325.20
2026-06-25,HINDPETRO,Hindustan Petroleum Corporation Limited,Bought,Sold,4.07%,412.90
2026-06-25,APOLLOHOSP,Apollo Hospitals Enterprise Limited,Bought,Bought,1.01%,8573.50
2026-06-25,DABUR,Dabur India Limited,Bought,Bought,1.02%,424.10
2026-06-25,ADANIENT,Adani Enterprises Limited,Bought,Bought,3.6%,3069.70
2026-06-25,KPITTECH,Kpit Technologies Limited,Sold,Sold,-0.69%,736.05
2026-06-25,INDUSINDBK,IndusInd Bank Limited,Bought,Sold,2.45%,927.60
2026-06-25,ABCAPITAL,Aditya Birla Capital Ltd.,Bought,Bought,2.88%,394.80
2026-06-25,ABB,ABB India Limited,Sold,Sold,-2.67%,6967.50
2026-06-25,ETERNAL,Eternal Limited,Sold,Sold,-1%,256.35
