Date,Symbol,Stock_Name,FII_DII_Cash,FII_DII_FNO,Price_Change,Current_Price
2026-09-25,MFSL,MAX FINANCIAL SERV LTD,Sold,Bought,-9.78%,1410.00
2026-09-25,POLICYBZR,Pb Fintech Limited,Sold,Bought,-36%,1207.20
2026-09-25,ICICIPRULI,ICICI Pru Life,Sold,Bought,-4.13%,464.50
2026-09-25,HDFCLIFE,Hdfc Stand Life In Co Ltd,Sold,Bought,-6.16%,526.90
2026-09-25,SBILIFE,Sbi Life Insurance Co Ltd,Sold,Bought,-0.28%,1755.00
2026-09-25,LTF,L&t Finance Limited,Sold,Bought,-9.03%,282.00
2026-09-25,AXISBANK,Axis Bank Limited,Sold,Bought,-4.56%,1186.50
2026-09-25,ICICIGI,Icici Lombard Gic Limited,Bought,Bought,5.09%,1577.00
2026-09-25,LICI,Life Insura Corp Of India,Sold,Bought,-0.37%,406.00
2026-09-25,ADANIGREEN,Adani Green Energy Ltd,Sold,Bought,-1.6%,1280.10
2026-09-25,CHOLAFIN,Cholamandalam Investment and Finance Company Limited,Sold,Bought,-5.2%,1681.70
2026-09-25,BDL,Bharat Dynamics Limited,Sold,Bought,-0.52%,1155.00
2026-09-25,CDSL,Central Depo Ser,Sold,Sold,-2.3%,1320.00
2026-09-25,SBIN,State Bank of India,Sold,Bought,-1.57%,978.50
2026-09-25,MOTHERSON,Samvrdhna Mthrsn Intl Ltd,Sold,Sold,-1.16%,162.50
2026-09-25,SBICARD,Sbi Cards & Pay Ser Ltd,Sold,Bought,-2.61%,618.40
2026-09-25,HDFCAMC,Hdfc Amc Limited,Sold,Sold,-2.78%,2380.30
2026-09-25,CIPLA,Cipla Limited,Bought,Bought,1.16%,1399.00
2026-09-25,PIDILITIND,Pidilite Industries Limited,Sold,Bought,-4.16%,1522.00
2026-09-25,INDUSINDBK,IndusInd Bank Limited,Sold,Bought,-4.15%,919.50
2026-09-25,MAXHEALTH,Max Healthcare Ins Ltd,Sold,Sold,-1.31%,1046.00
