Date,Symbol,Stock_Name,FII_DII_Cash,FII_DII_FNO,Price_Change,Current_Price
2026-07-20,JIOFIN,Jio Fin Services Ltd,Bought,Bought,3.11%,242.98
2026-07-20,EXIDEIND,Exide Industries Limited,Bought,Bought,3.3%,435.20
2026-07-20,FEDERALBNK,The Federal Bank  Limited,Bought,Bought,6.86%,349.00
2026-07-20,PFC,Power Finance Corporation Limited,Bought,Bought,0.87%,404.85
2026-07-20,TECHM,Tech Mahindra Limited,Bought,Bought,4.14%,1572.90
2026-07-20,360ONE,360 One Wam Limited,Bought,Bought,3%,1113.70
2026-07-20,INDUSINDBK,IndusInd Bank Limited,Bought,Bought,1.35%,1027.20
2026-07-20,VMM,Vishal Mega Mart Limited,Sold,Bought,-1.89%,110.33
2026-07-20,HAVELLS,Havells India Limited,Bought,Bought,1.43%,1187.30
2026-07-20,LICI,Life Insura Corp Of India,Sold,Bought,-1.19%,433.10
2026-07-20,JUBLFOOD,Jubilant Foodworks Limited,Sold,Bought,-1.42%,417.15
2026-07-20,GODREJPROP,Godrej Properties Limited,Bought,Sold,0.56%,2102.10
2026-07-20,ABCAPITAL,Aditya Birla Capital Ltd.,Bought,Sold,0.46%,401.55
2026-07-20,SUZLON,Suzlon Energy Limited,Bought,Bought,0.04%,51.99
2026-07-20,BHARATFORG,Bharat Forge Limited,Bought,Bought,4.08%,2190.50
2026-07-20,ADANIGREEN,Adani Green Energy Ltd,Sold,Bought,-1.93%,1513.90
2026-07-20,MPHASIS,MphasiS Limited,Bought,Bought,1.79%,2394.20
2026-07-20,GLENMARK,Glenmark Pharmaceuticals Limited,Sold,Bought,-2.25%,2235.50
2026-07-20,AXISBANK,Axis Bank Limited,Bought,Bought,1.6%,1328.50
2026-07-20,SBICARD,Sbi Cards & Pay Ser Ltd,Bought,Sold,1.57%,654.70
2026-07-20,COCHINSHIP,Cochin Shipyard Limited,Sold,Bought,-0.33%,1402.20
2026-07-20,JSWSTEEL,JSW Steel Limited,Bought,Bought,1.33%,1237.30
2026-07-20,WIPRO,Wipro Limited,Sold,Sold,-0.98%,176.00
2026-07-20,COLPAL,Colgate Palmolive,Bought,Bought,2.06%,2042.40
2026-07-20,PIDILITIND,Pidilite Industries Limited,Bought,Bought,0.42%,1566.10
2026-07-20,BLUESTARCO,Blue Star Limited,Sold,Sold,-3.15%,1686.90
2026-07-20,KEI,KEI Industries Limited,Sold,Bought,-3.33%,4906.50
2026-07-20,OBEROIRLTY,Oberoi Realty Limited,Bought,Bought,1.81%,1894.80
2026-07-20,RECLTD,Rural Electrification Corporation Limited,Bought,Sold,1.57%,355.10
2026-07-20,MARICO,Marico Limited,Bought,Sold,0.55%,844.00
2026-07-20,SUNPHARMA,Sun Pharmaceuticals Industries Limited,Sold,Sold,-0.9%,1932.60
2026-07-20,SONACOMS,Sona Blw Precision Frgs L,Bought,Bought,3.14%,704.85
2026-07-20,DELHIVERY,Delhivery Limited,Sold,Bought,-0.91%,492.15
2026-07-20,NATIONALUM,National Aluminium Company Limited,Sold,Bought,-4.1%,339.90
2026-07-20,BSE,Bse Limited,Sold,Bought,-2.8%,3581.80
2026-07-20,CANBK,Canara Bank,Sold,Bought,-0.71%,125.01
2026-07-20,INDIANB,Indian Bank,Bought,Sold,1.52%,832.40
2026-07-20,KOTAKBANK,Kotak Mahindra Bank Limited,Bought,Bought,3.39%,389.95
2026-07-20,DALBHARAT,Odisha Cement Limited,Sold,Bought,-0.39%,1823.20
2026-07-20,COFORGE,Coforge Limited,Sold,Bought,-1.46%,1508.40
2026-07-20,MUTHOOTFIN,Muthoot Finance Limited,Sold,Bought,-0.22%,2989.50
2026-07-20,NMDC,NMDC Limited,Sold,Bought,-1.02%,83.22
2026-07-20,MFSL,MAX FINANCIAL SERV LTD,Sold,Bought,-2.56%,1538.00
2026-07-20,POWERGRID,Power Grid Corporation of India Limited,Bought,Sold,1%,283.55
2026-07-20,SAIL,Steel Authority of India Limited,Sold,Bought,-0.36%,163.04
2026-07-20,VEDL,Vedanta Limited,Sold,Bought,-1.88%,253.05
2026-07-20,TATASTEEL,Tata Steel Limited,Bought,Sold,0.22%,185.89
2026-07-20,NAUKRI,Info Edge,Sold,Sold,-1.64%,1187.25
