Date,Symbol,Stock_Name,FII_DII_Cash,FII_DII_FNO,Price_Change,Current_Price
2026-07-01,SAMMAANCAP,Sammaan Capital Limited,Bought,Sold,3.57%,173.62
2026-07-01,TATACONSUM,Tata Consumer Product Ltd,Sold,Sold,-3.34%,1075.60
2026-07-01,ICICIGI,Icici Lombard Gic Limited,Sold,Sold,-1.49%,1741.70
2026-07-01,KPITTECH,Kpit Technologies Limited,Sold,Sold,-5.71%,671.55
2026-07-01,COCHINSHIP,Cochin Shipyard Limited,Bought,Sold,5.62%,1507.90
2026-07-01,TITAN,Titan Company Limited,Bought,Sold,2.96%,4404.00
2026-07-01,EXIDEIND,Exide Industries Limited,Bought,Sold,0.27%,387.60
2026-07-01,360ONE,360 One Wam Limited,Sold,Sold,-1.39%,1074.60
2026-07-01,TCS,Tata Consultancy Services Limited,Sold,Sold,-3.17%,2031.50
2026-07-01,PHOENIXLTD,The Phoenix Mills Limited,Bought,Sold,1.91%,1948.60
2026-07-01,BIOCON,Biocon Limited,Bought,Sold,0.73%,418.30
2026-07-01,PRESTIGE,Prestige Estates Projects Limited,Bought,Sold,1.64%,1564.60
2026-07-01,NUVAMA,Nuvama Wealth Manage Ltd,Bought,Sold,1.99%,1806.40
2026-07-01,ITC,ITC Limited,Sold,Sold,-1.29%,286.95
2026-07-01,ALKEM,Alkem Laboratories Ltd.,Bought,Sold,2.83%,5570.00
2026-07-01,BAJAJHLDNG,Bajaj Holdings & Investment Limited,Bought,Sold,0.1%,10603.00
2026-07-01,SUZLON,Suzlon Energy Limited,Bought,Sold,2.95%,58.90
2026-07-01,SWIGGY,Swiggy Limited,Bought,Sold,0.25%,239.35
2026-07-01,MANKIND,Mankind Pharma Limited,Bought,Sold,2.4%,2545.60
2026-07-01,APLAPOLLO,APL Apollo Tubes Limited,Bought,Sold,0.07%,1788.70
2026-07-01,GAIL,GAIL,Bought,Sold,0.72%,173.46
2026-07-01,OBEROIRLTY,Oberoi Realty Limited,Bought,Sold,0.86%,1769.20
2026-07-01,HINDUNILVR,Hindustan Unilever Limited,Sold,Sold,-1.54%,2118.20
2026-07-01,INFY,Infosys Limited,Sold,Sold,-3.5%,1000.40
2026-07-01,FORCEMOT,Force Motors Limited,Bought,Sold,4.24%,18580.00
