Date,Symbol,Stock_Name,FII_DII_Cash,FII_DII_FNO,Price_Change,Current_Price
2026-06-30,COALINDIA,Coal India Limited,Bought,Sold,2.17%,444.85
2026-06-30,IDEA,Idea Cellular Limited,Bought,Bought,2.63%,14.43
2026-06-30,SHREECEM,Shree Cements Limited,Sold,Sold,-2.29%,25145.00
2026-06-30,ABCAPITAL,Aditya Birla Capital Ltd.,Sold,Bought,-1.41%,385.30
2026-06-30,LICHSGFIN,LIC Housing Finance Limited,Bought,Sold,1.98%,560.75
2026-06-30,MCX,Multi Commodity Exchange of India Limited,Bought,Sold,2.92%,2914.50
2026-06-30,KEI,KEI Industries Limited,Bought,Bought,3.49%,5452.00
2026-06-30,MUTHOOTFIN,Muthoot Finance Limited,Sold,Sold,-0.15%,3021.20
2026-06-30,BOSCHLTD,Bosch Limited,Sold,Bought,-1.37%,39885.00
2026-06-30,HEROMOTOCO,Hero MotoCorp Limited,Sold,Bought,-1.69%,4813.60
2026-06-30,LTM,Ltimindtree Limited,Sold,Sold,-2.03%,3686.10
2026-06-30,NTPC,NTPC Limited,Bought,Sold,1.15%,356.10
2026-06-30,SRF,SRF Limited,Sold,Bought,-2.5%,2664.70
2026-06-30,BRITANNIA,Britannia Industries Limited,Sold,Sold,-2.58%,5102.00
2026-06-30,FEDERALBNK,The Federal Bank  Limited,Bought,Sold,0%,324.05
2026-06-30,NAM-INDIA,Nippon L I A M Ltd,Bought,Sold,2.48%,1167.30
2026-06-30,ADANIGREEN,Adani Green Energy Ltd,Sold,Sold,-1.55%,1502.50
2026-06-30,RBLBANK,RBL Bank,Sold,Sold,-1.95%,363.80
2026-06-30,ASIANPAINT,Asian Paints Limited,Bought,Sold,0.44%,2656.90
2026-06-30,JSWENERGY,JSW Energy Limited,Bought,Sold,2.22%,586.25
2026-06-30,INDUSINDBK,IndusInd Bank Limited,Sold,Sold,-0.39%,915.40
2026-06-30,BLUESTARCO,Blue Star Limited,Sold,Bought,-0.1%,1635.50
2026-06-30,KOTAKBANK,Kotak Mahindra Bank Limited,Sold,Bought,-3.3%,395.50
2026-06-30,AUROPHARMA,Aurobindo Pharma Limited,Sold,Sold,-0.5%,1547.50
2026-06-30,CANBK,Canara Bank,Sold,Bought,-2.4%,125.86
2026-06-30,RADICO,Radico Khaitan Limited,Bought,Bought,1.23%,3876.90
2026-06-30,DIVISLAB,Divi's Laboratories Limited,Sold,Sold,-2.32%,6557.50
2026-06-30,YESBANK,Yes Bank Limited,Bought,Sold,0.88%,25.09
2026-06-30,COFORGE,Coforge Limited,Sold,Bought,-0.1%,1491.40
2026-06-30,NBCC,National Buildings Construction Corporation Limited,Sold,Bought,-2.63%,104.35
2026-06-30,BANKINDIA,Bank of India,Sold,Bought,-1.5%,142.55
2026-06-30,HDFCAMC,Hdfc Amc Limited,Sold,Bought,-1.63%,2606.60
2026-06-30,DMART,Avenue Supermarts Limited,Bought,Sold,1.45%,4357.00
2026-06-30,TVSMOTOR,TVS Motor Company Limited,Sold,Bought,-3.16%,3456.80
2026-06-30,NMDC,NMDC Limited,Bought,Sold,0.6%,85.45
2026-06-30,TRENT,Trent Limited,Bought,Sold,1.31%,3258.30
2026-06-30,KALYANKJIL,Kalyan Jewellers Ind Ltd,Bought,Sold,0.01%,377.85
2026-06-30,MPHASIS,MphasiS Limited,Sold,Bought,-2.46%,2207.80
2026-06-30,TATASTEEL,Tata Steel Limited,Bought,Sold,0.46%,189.57
2026-06-30,HINDPETRO,Hindustan Petroleum Corporation Limited,Sold,Bought,-4.8%,389.60
2026-06-30,DELHIVERY,Delhivery Limited,Sold,Sold,-0.27%,463.55
2026-06-30,TATAELXSI,Tata Elxsi Limited,Sold,Bought,-1.19%,3980.40
2026-06-30,NESTLEIND,Nestle India Limited,Sold,Bought,-1.09%,1387.30
2026-06-30,KPITTECH,Kpit Technologies Limited,Sold,Bought,-4.09%,712.20
2026-06-30,ZYDUSLIFE,Zydus Lifesciences Ltd,Bought,Bought,1.81%,1121.30
2026-06-30,ETERNAL,Eternal Limited,Bought,Sold,1.67%,259.40
2026-06-30,RECLTD,Rural Electrification Corporation Limited,Bought,Sold,0.08%,364.95
2026-06-30,GRASIM,Grasim Industries Limited,Sold,Sold,-1.48%,3080.20
2026-06-30,PATANJALI,Patanjali Foods Limited,Bought,Bought,0.01%,412.60
2026-06-30,AXISBANK,Axis Bank Limited,Sold,Sold,-1.48%,1356.80
2026-06-30,BAJFINANCE,Bajaj Finance Limited,Bought,Bought,0.17%,982.05
2026-06-30,ICICIPRULI,ICICI Pru Life,Sold,Sold,-0.32%,489.50
2026-06-30,BAJAJHLDNG,Bajaj Holdings & Investment Limited,Sold,Sold,-0.07%,10592.00
2026-06-30,CROMPTON,Crompton Gr. Con,Sold,Sold,-0.65%,273.50
