Date,Symbol,Stock_Name,FII_DII_Cash,FII_DII_FNO,Price_Change,Current_Price
2026-09-10,DLF,DLF Limited,Sold,Sold,-2.96%,655.10
2026-09-10,COFORGE,Coforge Limited,Sold,Bought,-5.38%,1845.00
2026-09-10,LTM,Ltimindtree Limited,Sold,Sold,-0.41%,4412.00
2026-09-10,ADANIENT,Adani Enterprises Limited,Bought,Sold,5.13%,3104.70
2026-09-10,ADANIPORTS,Adani Ports and Special Economic Zone Limited,Bought,Sold,3.8%,1775.00
2026-09-10,COALINDIA,Coal India Limited,Bought,Bought,2.56%,431.00
2026-09-10,BIOCON,Biocon Limited,Bought,Bought,0.69%,395.00
2026-09-10,ADANIGREEN,Adani Green Energy Ltd,Bought,Sold,1.78%,1315.00
2026-09-10,PAYTM,One 97 Communications Ltd,Bought,Sold,4.88%,1751.50
2026-09-10,MANAPPURAM,Manappuram Finance Limited,Sold,Sold,-1.54%,320.00
2026-09-10,VBL,Varun Beverages Limited,Bought,Bought,0.32%,407.00
2026-09-10,ANGELONE,Angel One Limited,Bought,Sold,0.35%,299.05
2026-09-10,HDFCLIFE,Hdfc Stand Life In Co Ltd,Sold,Bought,-3.71%,514.00
2026-09-10,DIXON,Dixon Techno,Sold,Bought,-1.81%,13845.00
2026-09-10,TATAELXSI,Tata Elxsi Limited,Sold,Bought,-3.12%,3383.00
2026-09-10,BAJFINANCE,Bajaj Finance Limited,Sold,Sold,-1.4%,1039.30
2026-09-10,CAMS,Computer Age Mngt Ser Ltd,Sold,Bought,-1.99%,715.00
2026-09-10,LT,Larsen & Toubro Limited,Sold,Bought,-0.6%,3922.60
2026-09-10,COLPAL,Colgate Palmolive,Sold,Bought,-1.09%,1800.00
2026-09-10,MAXHEALTH,Max Healthcare Ins Ltd,Bought,Bought,4.48%,1037.50
2026-09-10,INFY,Infosys Limited,Sold,Bought,-4.34%,1035.00
2026-09-10,ICICIGI,Icici Lombard Gic Limited,Sold,Bought,-0.7%,1474.00
2026-09-10,ETERNAL,Eternal Limited,Sold,Sold,-0.31%,320.60
2026-09-10,SUZLON,Suzlon Energy Limited,Sold,Bought,-0.11%,45.45
2026-09-10,BHEL,Bharat Heavy Electricals Limited,Bought,Bought,2.74%,433.70
2026-09-10,LTF,L&t Finance Limited,Bought,Bought,0.68%,310.40
2026-09-10,HDFCBANK,HDFC Bank Limited,Sold,Bought,-2.26%,687.10
2026-09-10,TATAPOWER,Tata Power Company Limited,Bought,Bought,1.22%,370.00
2026-09-10,RBLBANK,RBL Bank,Sold,Bought,-0.6%,416.00
2026-09-10,SBILIFE,Sbi Life Insurance Co Ltd,Sold,Bought,-0.74%,1684.00
2026-09-10,TATASTEEL,Tata Steel Limited,Bought,Bought,2.5%,188.75
2026-09-10,INOXWIND,Inox Wind Limited,Bought,Sold,2.22%,77.39
2026-09-10,ADANIPOWER,Adani Power Limited,Bought,Sold,3.12%,214.90
2026-09-10,BANKBARODA,Bank of Baroda,Sold,Bought,-1.06%,234.10
2026-09-10,ABB,ABB India Limited,Bought,Bought,0.2%,7401.50
2026-09-10,AXISBANK,Axis Bank Limited,Sold,Bought,-0.51%,1238.50
2026-09-10,MUTHOOTFIN,Muthoot Finance Limited,Sold,Bought,-2.92%,2815.00
2026-09-10,BAJAJ-AUTO,Bajaj Auto Limited,Bought,Sold,0.68%,11880.00
2026-09-10,PERSISTENT,Persistent Systems Limited,Sold,Bought,-2.54%,5419.00
2026-09-10,NHPC,NHPC Limited,Bought,Bought,1.04%,76.69
2026-09-10,WIPRO,Wipro Limited,Sold,Bought,-2.62%,167.00
2026-09-10,IDFCFIRSTB,Idfc First Bank Limited,Sold,Bought,-0.58%,86.00
2026-09-10,TVSMOTOR,TVS Motor Company Limited,Bought,Bought,0.43%,4151.10
2026-09-10,HINDPETRO,Hindustan Petroleum Corporation Limited,Bought,Bought,0.55%,348.90
2026-09-10,NATIONALUM,National Aluminium Company Limited,Bought,Bought,1.77%,377.60
2026-09-10,PREMIERENE,Premier Energies Limited,Sold,Bought,-1.3%,975.90
2026-09-10,ONGC,Oil & Natural Gas Corporation Limited,Sold,Bought,-0.84%,234.02
2026-09-10,NTPC,NTPC Limited,Bought,Bought,1.12%,334.50
2026-09-10,POWERGRID,Power Grid Corporation of India Limited,Bought,Bought,0.04%,265.85
2026-09-10,TCS,Tata Consultancy Services Limited,Sold,Bought,-2.11%,2208.00
2026-09-10,MARICO,Marico Limited,Sold,Bought,-1.21%,813.90
2026-09-10,OFSS,Oracle Financial Services Software Limited,Sold,Bought,-1.27%,11630.00
2026-09-10,BSE,Bse Limited,Sold,Sold,-3.07%,3289.80
2026-09-10,RADICO,Radico Khaitan Limited,Sold,Bought,-1.58%,4414.00
2026-09-10,MCX,Multi Commodity Exchange of India Limited,Bought,Sold,0.24%,3350.00
2026-09-10,IDEA,Idea Cellular Limited,Bought,Bought,0.65%,15.52
