Date,Symbol,Stock_Name,FII_DII_Cash,FII_DII_FNO,Price_Change,Current_Price
2026-08-07,MAZDOCK,Mazagon Dock Shipbuil Ltd,Bought,Bought,6.28%,2530.00
2026-08-07,HAL,Hindustan Aeronautics Ltd,Bought,Bought,5.92%,4920.00
2026-08-07,COCHINSHIP,Cochin Shipyard Limited,Bought,Bought,4.56%,1490.00
2026-08-07,BLUESTARCO,Blue Star Limited,Sold,Bought,-5.65%,1571.00
2026-08-07,POLICYBZR,Pb Fintech Limited,Sold,Bought,-1.3%,1599.00
2026-08-07,SWIGGY,Swiggy Limited,Sold,Bought,-0.43%,288.65
2026-08-07,TRENT,Trent Limited,Sold,Bought,-0.7%,3107.10
2026-08-07,AUBANK,Au Small Finance Bank Ltd,Bought,Bought,3.45%,1087.60
2026-08-07,BANDHANBNK,Bandhan Bank Limited,Bought,Bought,2.46%,174.66
2026-08-07,CUMMINSIND,Cummins India Limited,Sold,Bought,-0.7%,5402.00
2026-08-07,BIOCON,Biocon Limited,Bought,Bought,2.68%,436.60
2026-08-07,CHOLAFIN,Cholamandalam Investment and Finance Company Limited,Bought,Bought,3.19%,1940.00
2026-08-07,BDL,Bharat Dynamics Limited,Bought,Bought,4.76%,1299.00
2026-08-07,JINDALSTEL,Jindal Steel & Power Limited,Sold,Bought,-1.11%,1101.00
2026-08-07,ICICIPRULI,ICICI Pru Life,Sold,Bought,-1.85%,507.00
2026-08-07,LICHSGFIN,LIC Housing Finance Limited,Sold,Bought,-1.38%,505.00
2026-08-07,RVNL,Rail Vikas Nigam Limited,Bought,Bought,2.62%,235.00
2026-08-07,ETERNAL,Eternal Limited,Bought,Bought,1.9%,316.25
2026-08-07,POWERGRID,Power Grid Corporation of India Limited,Sold,Bought,-3.9%,270.75
2026-08-07,VBL,Varun Beverages Limited,Bought,Sold,1.6%,444.00
2026-08-07,TITAN,Titan Company Limited,Bought,Bought,1.74%,4998.00
2026-08-07,KPITTECH,Kpit Technologies Limited,Bought,Bought,0%,623.00
2026-08-07,SRF,SRF Limited,Sold,Bought,-0.56%,2624.90
2026-08-07,PAGEIND,Page Industries Limited,Sold,Sold,-0.76%,40050.00
2026-08-07,LTM,Ltimindtree Limited,Bought,Bought,0.49%,4528.00
2026-08-07,PRESTIGE,Prestige Estates Projects Limited,Sold,Bought,-0.94%,1578.00
2026-08-07,MOTHERSON,Samvrdhna Mthrsn Intl Ltd,Bought,Bought,0.42%,155.00
2026-08-07,PETRONET,Petronet LNG Limited,Sold,Sold,-1.37%,276.95
2026-08-07,SHRIRAMFIN,Shriram Finance Limited,Bought,Bought,1.66%,1141.00
2026-08-07,HYUNDAI,Hyundai Motor India Ltd,Sold,Sold,-0.29%,2212.00
2026-08-07,MFSL,MAX FINANCIAL SERV LTD,Sold,Sold,-0.28%,1518.80
2026-08-07,TECHM,Tech Mahindra Limited,Sold,Bought,-1.08%,1632.20
2026-08-07,INDUSTOWER,Indus Towers Limited,Sold,Sold,-0.66%,383.30
2026-08-07,INDIANB,Indian Bank,Bought,Bought,2.8%,877.90
2026-08-07,SBIN,State Bank of India,Bought,Bought,2.84%,1085.00
2026-08-07,UNIONBANK,Union Bank of India,Bought,Bought,3.81%,182.50
2026-08-07,MANKIND,Mankind Pharma Limited,Sold,Bought,-0.63%,2420.30
2026-08-07,APLAPOLLO,APL Apollo Tubes Limited,Sold,Bought,-0.18%,1945.00
2026-08-07,TATAPOWER,Tata Power Company Limited,Sold,Bought,-1.15%,378.60
2026-08-07,OBEROIRLTY,Oberoi Realty Limited,Sold,Bought,-1.63%,1777.00
2026-08-07,CIPLA,Cipla Limited,Bought,Bought,1.25%,1477.00
