Date,Symbol,Stock_Name,FII_DII_Cash,FII_DII_FNO,Price_Change,Current_Price
2026-07-28,CONCOR,Container Corporation of India Limited,Bought,Bought,6.9%,510.50
2026-07-28,KFINTECH,Kfin Technologies Limited,Bought,Bought,10.67%,949.25
2026-07-28,IDFCFIRSTB,Idfc First Bank Limited,Bought,Bought,5.06%,84.88
2026-07-28,JINDALSTEL,Jindal Steel & Power Limited,Bought,Sold,2.89%,1065.70
2026-07-28,GODFRYPHLP,Godfrey Phillips India Limited,Bought,Bought,3.8%,2210.50
2026-07-28,BANKINDIA,Bank of India,Sold,Bought,-3.33%,137.87
2026-07-28,LODHA,Macrotech Developers Ltd,Bought,Bought,4.77%,1198.70
2026-07-28,SUNPHARMA,Sun Pharmaceuticals Industries Limited,Bought,Bought,1.68%,1973.70
2026-07-28,SBICARD,Sbi Cards & Pay Ser Ltd,Bought,Sold,4.24%,645.00
2026-07-28,LAURUSLABS,Laurus Labs Limited,Bought,Bought,7.01%,1713.40
2026-07-28,AUBANK,Au Small Finance Bank Ltd,Bought,Sold,4.8%,1052.20
2026-07-28,ICICIPRULI,ICICI Pru Life,Bought,Sold,1.85%,509.80
2026-07-28,ONGC,Oil & Natural Gas Corporation Limited,Sold,Sold,-4.1%,238.56
2026-07-28,UPL,UPL Limited,Bought,Sold,1%,608.50
2026-07-28,FORTIS,Fortis Healthcare Limited,Sold,Sold,-0.67%,942.30
2026-07-28,RBLBANK,RBL Bank,Bought,Sold,2.82%,362.85
2026-07-28,ANGELONE,Angel One Limited,Sold,Sold,-1.22%,304.20
2026-07-28,PNBHOUSING,Pnb Housing Fin Ltd.,Bought,Sold,1.94%,1078.50
2026-07-28,LTF,L&t Finance Limited,Bought,Sold,3.26%,312.25
2026-07-28,VBL,Varun Beverages Limited,Bought,Bought,1.6%,464.50
2026-07-28,RECLTD,Rural Electrification Corporation Limited,Bought,Sold,1.81%,368.15
2026-07-28,ALKEM,Alkem Laboratories Ltd.,Sold,Sold,-0.36%,5613.00
2026-07-28,NTPC,NTPC Limited,Bought,Sold,1.04%,350.80
2026-07-28,COLPAL,Colgate Palmolive,Bought,Sold,2.42%,2136.60
2026-07-28,AUROPHARMA,Aurobindo Pharma Limited,Bought,Sold,1.14%,1549.40
2026-07-28,NAUKRI,Info Edge,Bought,Sold,2.47%,1194.30
2026-07-28,BSE,Bse Limited,Sold,Sold,-0.36%,3536.80
2026-07-28,FEDERALBNK,The Federal Bank  Limited,Bought,Sold,0.62%,356.50
2026-07-28,GAIL,GAIL,Bought,Sold,2.48%,174.23
2026-07-28,MAXHEALTH,Max Healthcare Ins Ltd,Bought,Sold,3.17%,1114.60
2026-07-28,NYKAA,Fsn E Commerce Ventures,Bought,Sold,1.22%,326.75
2026-07-28,BANKBARODA,Bank of Baroda,Sold,Sold,-0.99%,244.00
2026-07-28,NATIONALUM,National Aluminium Company Limited,Sold,Sold,-1.32%,339.35
2026-07-28,DIVISLAB,Divi's Laboratories Limited,Bought,Bought,2.28%,7414.00
2026-07-28,WAAREEENER,Waaree Energies Limited,Bought,Sold,1.46%,2741.40
2026-07-28,LUPIN,Lupin Limited,Bought,Sold,1.67%,2410.00
2026-07-28,BEL,Bharat Electronics Limited,Bought,Bought,0.53%,407.15
2026-07-28,OBEROIRLTY,Oberoi Realty Limited,Bought,Sold,0.63%,1832.60
2026-07-28,COCHINSHIP,Cochin Shipyard Limited,Bought,Sold,0.71%,1402.30
2026-07-28,SAIL,Steel Authority of India Limited,Bought,Sold,0.72%,162.62
2026-07-28,NAM-INDIA,Nippon L I A M Ltd,Bought,Sold,3.72%,1153.90
