Date,Symbol,Stock_Name,FII_DII_Cash,FII_DII_FNO,Price_Change,Current_Price
2026-06-23,DELHIVERY,Delhivery Limited,Bought,Bought,4.92%,483.80
2026-06-23,POLICYBZR,Pb Fintech Limited,Bought,Bought,1.96%,1668.80
2026-06-23,IEX,Indian Energy Exc Ltd,Bought,Sold,2.36%,125.68
2026-06-23,NHPC,NHPC Limited,Bought,Bought,3.17%,78.22
2026-06-23,VOLTAS,Voltas Limited,Bought,Bought,0.79%,1354.00
2026-06-23,RECLTD,Rural Electrification Corporation Limited,Bought,Bought,4.08%,369.85
2026-06-23,IREDA,Ireda 8.80ncdtr I Sr Iiib,Bought,Bought,2.91%,130.85
2026-06-23,CROMPTON,Crompton Gr. Con,Bought,Bought,0.36%,276.25
2026-06-23,PFC,Power Finance Corporation Limited,Bought,Bought,2.31%,440.95
2026-06-23,IDFCFIRSTB,Idfc First Bank Limited,Bought,Bought,2.55%,80.69
2026-06-23,COCHINSHIP,Cochin Shipyard Limited,Bought,Bought,1.26%,1476.40
2026-06-23,RVNL,Rail Vikas Nigam Limited,Bought,Bought,0.9%,246.19
2026-06-23,CIPLA,Cipla Limited,Bought,Bought,4.73%,1415.70
2026-06-23,BANKBARODA,Bank of Baroda,Bought,Sold,1.78%,286.05
2026-06-23,BAJAJFINSV,Bajaj Finserv Limited,Bought,Bought,0.72%,1782.20
2026-06-23,HDFCAMC,Hdfc Amc Limited,Sold,Bought,-1.07%,2689.90
2026-06-23,SHREECEM,Shree Cements Limited,Sold,Bought,-0.32%,24995.00
2026-06-23,MANKIND,Mankind Pharma Limited,Bought,Sold,5.14%,2538.30
2026-06-23,BLUESTARCO,Blue Star Limited,Sold,Bought,-0.22%,1664.70
2026-06-23,CUMMINSIND,Cummins India Limited,Sold,Bought,-1.72%,5764.00
2026-06-23,DALBHARAT,Odisha Cement Limited,Sold,Bought,-0.36%,1711.10
2026-06-23,MFSL,MAX FINANCIAL SERV LTD,Bought,Bought,1.04%,1686.60
2026-06-23,BAJAJHLDNG,Bajaj Holdings & Investment Limited,Bought,Bought,2.04%,10895.00
2026-06-23,JINDALSTEL,Jindal Steel & Power Limited,Sold,Bought,-0.5%,1132.00
2026-06-23,SONACOMS,Sona Blw Precision Frgs L,Bought,Bought,1.17%,621.00
2026-06-23,AMBUJACEM,Ambuja Cements Limited,Bought,Bought,0.96%,428.00
2026-06-23,SHRIRAMFIN,Shriram Finance Limited,Sold,Bought,-0.9%,992.85
2026-06-23,BIOCON,Biocon Limited,Bought,Bought,1.35%,421.10
2026-06-23,HAL,Hindustan Aeronautics Ltd,Bought,Bought,2.43%,4515.20
2026-06-23,SBILIFE,Sbi Life Insurance Co Ltd,Bought,Bought,0.29%,1805.50
2026-06-23,COLPAL,Colgate Palmolive,Sold,Bought,-0.79%,1982.00
2026-06-23,TATAPOWER,Tata Power Company Limited,Bought,Bought,0.89%,405.95
