Date,Symbol,Stock_Name,FII_DII_Cash,FII_DII_FNO,Price_Change,Current_Price
2026-09-16,DABUR,Dabur India Limited,Bought,Sold,2.37%,384.90
2026-09-16,SOLARINDS,Solar Industries India Limited,Sold,Bought,-13.64%,19250.00
2026-09-16,MPHASIS,MphasiS Limited,Bought,Bought,3.62%,2378.00
2026-09-16,KPITTECH,Kpit Technologies Limited,Bought,Sold,1.67%,563.00
2026-09-16,DELHIVERY,Delhivery Limited,Sold,Bought,-4.21%,420.50
2026-09-16,TATAELXSI,Tata Elxsi Limited,Bought,Sold,1.68%,3440.00
2026-09-16,SBILIFE,Sbi Life Insurance Co Ltd,Sold,Bought,-1.82%,1654.10
2026-09-16,NAUKRI,Info Edge,Bought,Bought,0.86%,1261.50
2026-09-16,HEROMOTOCO,Hero MotoCorp Limited,Sold,Sold,-1.06%,5166.00
2026-09-16,GRASIM,Grasim Industries Limited,Sold,Sold,-3.38%,3171.00
2026-09-16,TMPV,Tata Motors Pass Veh Ltd,Bought,Sold,0.83%,303.60
2026-09-16,PERSISTENT,Persistent Systems Limited,Sold,Sold,-0.7%,5477.50
2026-09-16,INFY,Infosys Limited,Bought,Sold,3.79%,1077.00
2026-09-16,COLPAL,Colgate Palmolive,Bought,Sold,1.27%,1820.30
2026-09-16,INDHOTEL,The Indian Hotels Company Limited,Sold,Bought,-0.49%,715.00
2026-09-16,RADICO,Radico Khaitan Limited,Sold,Bought,-0.19%,4360.00
2026-09-16,BEL,Bharat Electronics Limited,Sold,Bought,-5.3%,382.90
2026-09-16,TCS,Tata Consultancy Services Limited,Bought,Sold,2.28%,2251.00
2026-09-16,SIEMENS,Siemens Limited,Sold,Bought,-4.73%,3770.00
2026-09-16,SONACOMS,Sona Blw Precision Frgs L,Bought,Bought,0.25%,790.00
2026-09-16,HCLTECH,HCL Technologies Limited,Bought,Sold,3.95%,1253.70
2026-09-16,LTM,Ltimindtree Limited,Bought,Sold,1.67%,4346.60
2026-09-16,SHRIRAMFIN,Shriram Finance Limited,Sold,Bought,-4.74%,979.80
2026-09-16,POWERINDIA,Abb Power Pro N Sys Ind L,Sold,Bought,-2.05%,30790.00
2026-09-16,IDFCFIRSTB,Idfc First Bank Limited,Sold,Bought,-1.64%,84.80
2026-09-16,TATACONSUM,Tata Consumer Product Ltd,Sold,Bought,-0.49%,986.10
2026-09-16,COFORGE,Coforge Limited,Sold,Bought,-3.85%,1775.50
2026-09-16,NTPC,NTPC Limited,Sold,Sold,-1.17%,329.50
2026-09-16,CGPOWER,Cg Power And Ind Sol Ltd,Sold,Bought,-5.61%,858.00
2026-09-16,HDFCBANK,HDFC Bank Limited,Bought,Sold,1.17%,716.55
2026-09-16,NAM-INDIA,Nippon L I A M Ltd,Sold,Bought,-3.07%,1153.10
2026-09-16,MFSL,MAX FINANCIAL SERV LTD,Sold,Bought,-3.46%,1425.90
2026-09-16,COALINDIA,Coal India Limited,Sold,Sold,-1.68%,419.25
2026-09-16,RELIANCE,Reliance Industries Limited,Sold,Bought,-1.77%,1235.30
2026-09-16,HINDUNILVR,Hindustan Unilever Limited,Bought,Sold,0.58%,1938.10
2026-09-16,ABCAPITAL,Aditya Birla Capital Ltd.,Sold,Bought,-4.1%,378.80
2026-09-16,LT,Larsen & Toubro Limited,Sold,Bought,-2.04%,3850.70
2026-09-16,JSWENERGY,JSW Energy Limited,Sold,Bought,-4.07%,505.00
2026-09-16,TATAPOWER,Tata Power Company Limited,Sold,Bought,-0.45%,363.00
2026-09-16,GODREJCP,Godrej Consumer Products Limited,Sold,Sold,-0.92%,857.00
2026-09-16,BOSCHLTD,Bosch Limited,Sold,Bought,-2.72%,47070.00
2026-09-16,IOC,Indian Oil Corporation Limited,Sold,Bought,-2.28%,132.03
2026-09-16,TORNTPHARM,Torrent Pharmaceuticals Limited,Sold,Bought,-2.33%,4850.00
2026-09-16,ULTRACEMCO,UltraTech Cement Limited,Sold,Bought,-2.75%,10697.00
