Date,Symbol,Stock_Name,FII_DII_Cash,FII_DII_FNO,Price_Change,Current_Price
2026-07-29,HINDUNILVR,Hindustan Unilever Limited,Sold,Bought,-6.99%,2022.70
2026-07-29,VBL,Varun Beverages Limited,Sold,Bought,-7.43%,430.00
2026-07-29,DMART,Avenue Supermarts Limited,Sold,Sold,-4.5%,3846.60
2026-07-29,AMBUJACEM,Ambuja Cements Limited,Sold,Sold,-1.15%,426.00
2026-07-29,DABUR,Dabur India Limited,Sold,Sold,-0.64%,424.60
2026-07-29,SUZLON,Suzlon Energy Limited,Sold,Sold,-9.65%,48.02
2026-07-29,COFORGE,Coforge Limited,Bought,Sold,10.31%,1686.00
2026-07-29,TATAPOWER,Tata Power Company Limited,Sold,Sold,-1.59%,371.35
2026-07-29,SUPREMEIND,Supreme Industries Limited,Bought,Sold,1.71%,3395.40
2026-07-29,BEL,Bharat Electronics Limited,Sold,Sold,-4.46%,389.00
2026-07-29,TVSMOTOR,TVS Motor Company Limited,Bought,Sold,3.02%,3993.50
2026-07-29,TECHM,Tech Mahindra Limited,Bought,Sold,3.82%,1635.20
2026-07-29,MANKIND,Mankind Pharma Limited,Bought,Sold,2.6%,2617.90
2026-07-29,RADICO,Radico Khaitan Limited,Bought,Sold,3.38%,4289.70
2026-07-29,COALINDIA,Coal India Limited,Sold,Sold,-4.06%,410.15
2026-07-29,NESTLEIND,Nestle India Limited,Bought,Sold,3.16%,1491.80
2026-07-29,TITAN,Titan Company Limited,Bought,Sold,2.31%,4849.70
2026-07-29,LODHA,Macrotech Developers Ltd,Bought,Sold,8.57%,1301.40
2026-07-29,MARICO,Marico Limited,Bought,Sold,2.86%,883.25
2026-07-29,DLF,DLF Limited,Bought,Sold,1.87%,663.05
2026-07-29,JUBLFOOD,Jubilant Foodworks Limited,Bought,Sold,1.11%,432.20
2026-07-29,KALYANKJIL,Kalyan Jewellers Ind Ltd,Bought,Sold,7.75%,608.35
2026-07-29,BAJAJFINSV,Bajaj Finserv Limited,Bought,Sold,0.78%,1927.90
2026-07-29,WIPRO,Wipro Limited,Bought,Sold,1.45%,181.12
2026-07-29,EXIDEIND,Exide Industries Limited,Sold,Sold,-0.84%,423.40
2026-07-29,TCS,Tata Consultancy Services Limited,Bought,Sold,4.46%,2398.00
2026-07-29,TORNTPHARM,Torrent Pharmaceuticals Limited,Sold,Sold,-2.41%,4898.30
2026-07-29,DRREDDY,Dr. Reddy's Laboratories Limited,Sold,Sold,-1.32%,1135.60
2026-07-29,KEI,KEI Industries Limited,Sold,Sold,-0.62%,4843.00
2026-07-29,BLUESTARCO,Blue Star Limited,Bought,Sold,0.12%,1645.20
2026-07-29,PIIND,PI Industries Limited,Sold,Sold,-1.31%,2706.60
2026-07-29,LICI,Life Insura Corp Of India,Bought,Sold,0.66%,427.15
2026-07-29,NYKAA,Fsn E Commerce Ventures,Bought,Sold,0.87%,329.60
2026-07-29,POLYCAB,Polycab India Limited,Bought,Sold,1.24%,9121.50
2026-07-29,MPHASIS,MphasiS Limited,Bought,Sold,3.46%,2413.50
2026-07-29,HINDALCO,Hindalco Industries Limited,Sold,Sold,-0.94%,936.40
2026-07-29,LTM,Ltimindtree Limited,Bought,Sold,2.83%,4309.20
2026-07-29,PERSISTENT,Persistent Systems Limited,Bought,Sold,3.04%,5428.40
2026-07-29,DELHIVERY,Delhivery Limited,Bought,Sold,0.47%,472.20
2026-07-29,GODFRYPHLP,Godfrey Phillips India Limited,Sold,Bought,-8.11%,2031.30
2026-07-29,SOLARINDS,Solar Industries India Limited,Sold,Sold,-2.06%,18244.00
2026-07-29,CHOLAFIN,Cholamandalam Investment and Finance Company Limited,Sold,Sold,-1.8%,1753.00
2026-07-29,ICICIBANK,ICICI Bank Limited,Sold,Sold,-1.03%,1430.80
2026-07-29,BDL,Bharat Dynamics Limited,Bought,Sold,1.16%,1271.00
2026-07-29,ASIANPAINT,Asian Paints Limited,Bought,Sold,0.96%,2736.20
2026-07-29,INFY,Infosys Limited,Bought,Sold,2.46%,1105.70
2026-07-29,KPITTECH,Kpit Technologies Limited,Bought,Sold,2.95%,602.45
2026-07-29,JSWENERGY,JSW Energy Limited,Sold,Sold,-0.99%,544.25
2026-07-29,ADANIENT,Adani Enterprises Limited,Sold,Sold,-1.13%,3002.30
2026-07-29,HYUNDAI,Hyundai Motor India Ltd,Bought,Sold,0.87%,2001.90
2026-07-29,CUMMINSIND,Cummins India Limited,Sold,Sold,-3.09%,5455.50
2026-07-29,NAUKRI,Info Edge,Bought,Sold,3.5%,1236.15
2026-07-29,SAIL,Steel Authority of India Limited,Bought,Sold,1.99%,165.85
2026-07-29,SBIN,State Bank of India,Sold,Sold,-0.73%,1013.20
2026-07-29,ULTRACEMCO,UltraTech Cement Limited,Bought,Sold,0.63%,11956.00
2026-07-29,MFSL,MAX FINANCIAL SERV LTD,Sold,Sold,-0.29%,1506.70
2026-07-29,TATASTEEL,Tata Steel Limited,Sold,Sold,-0.88%,182.63
2026-07-29,JIOFIN,Jio Fin Services Ltd,Bought,Sold,0.39%,237.08
2026-07-29,GAIL,GAIL,Bought,Sold,0.53%,175.15
2026-07-29,POWERINDIA,Abb Power Pro N Sys Ind L,Sold,Sold,-1.33%,31130.00
2026-07-29,CGPOWER,Cg Power And Ind Sol Ltd,Sold,Sold,-3.78%,844.10
2026-07-29,INDIANB,Indian Bank,Bought,Sold,0.36%,834.25
2026-07-29,YESBANK,Yes Bank Limited,Sold,Sold,-0.57%,22.81
