Date,Symbol,Stock_Name,FII_DII_Cash,FII_DII_FNO,Price_Change,Current_Price
2026-08-27,DMART,Avenue Supermarts Limited,Sold,Bought,-2.12%,3826.90
2026-08-27,ICICIGI,Icici Lombard Gic Limited,Sold,Bought,-1.18%,1596.90
2026-08-27,PREMIERENE,Premier Energies Limited,Sold,Bought,-2.99%,1005.00
2026-08-27,MPHASIS,MphasiS Limited,Sold,Bought,-1.31%,2400.00
2026-08-27,CDSL,Central Depo Ser,Bought,Bought,2.81%,1434.00
2026-08-27,CONCOR,Container Corporation of India Limited,Bought,Bought,0.19%,517.00
2026-08-27,VOLTAS,Voltas Limited,Sold,Bought,-2.09%,1217.00
2026-08-27,VBL,Varun Beverages Limited,Sold,Bought,-3.82%,421.25
2026-08-27,CHOLAFIN,Cholamandalam Investment and Finance Company Limited,Sold,Bought,-0.26%,1868.10
2026-08-27,CROMPTON,Crompton Gr. Con,Sold,Bought,-1.95%,238.25
2026-08-27,VEDL,Vedanta Limited,Bought,Bought,4.18%,286.50
2026-08-27,UNITDSPR,United Spirits Limited,Sold,Bought,-0.74%,1538.50
2026-08-27,MARICO,Marico Limited,Sold,Bought,-1.71%,833.00
2026-08-27,JSWENERGY,JSW Energy Limited,Sold,Bought,-0.89%,543.50
2026-08-27,LUPIN,Lupin Limited,Bought,Bought,0.44%,2185.00
2026-08-27,NYKAA,Fsn E Commerce Ventures,Bought,Bought,1.8%,340.00
2026-08-27,BSE,Bse Limited,Bought,Bought,0.68%,3325.60
2026-08-27,HINDZINC,Hindustan Zinc Limited,Bought,Bought,5.72%,626.50
2026-08-27,ASHOKLEY,Ashok Leyland Limited,Bought,Bought,2.5%,179.05
2026-08-27,GMRAIRPORT,Gmr Airports Limited,Sold,Bought,-1%,98.85
2026-08-27,KOTAKBANK,Kotak Mahindra Bank Limited,Bought,Bought,3.76%,416.70
2026-08-27,AMBUJACEM,Ambuja Cements Limited,Bought,Bought,1.48%,419.20
2026-08-27,GODREJPROP,Godrej Properties Limited,Sold,Bought,-0.68%,2035.10
2026-08-27,ADANIENSOL,Adani Energy Solution Ltd,Sold,Bought,-1.51%,1570.50
2026-08-27,LICHSGFIN,LIC Housing Finance Limited,Bought,Bought,3.64%,524.40
2026-08-27,OBEROIRLTY,Oberoi Realty Limited,Sold,Bought,-0.53%,1870.00
2026-08-27,INDIGO,INTERGLOBE AVIATIO INR10,Bought,Bought,0.62%,5250.50
2026-08-27,IEX,Indian Energy Exc Ltd,Sold,Bought,-1.77%,122.00
2026-08-27,COCHINSHIP,Cochin Shipyard Limited,Bought,Bought,1.88%,1547.00
2026-08-27,TVSMOTOR,TVS Motor Company Limited,Bought,Bought,1%,4464.00
2026-08-27,UNOMINDA,Uno Minda Limited,Bought,Bought,0.53%,1260.00
2026-08-27,SBICARD,Sbi Cards & Pay Ser Ltd,Bought,Bought,1.4%,660.10
2026-08-27,HDFCLIFE,Hdfc Stand Life In Co Ltd,Bought,Bought,1.15%,553.00
2026-08-27,SOLARINDS,Solar Industries India Limited,Bought,Bought,1.5%,20097.00
2026-08-27,POLICYBZR,Pb Fintech Limited,Bought,Bought,2.32%,1840.00
2026-08-27,ADANIPOWER,Adani Power Limited,Bought,Bought,0.42%,207.20
2026-08-27,HYUNDAI,Hyundai Motor India Ltd,Bought,Bought,0.78%,2250.00
2026-08-27,NMDC,NMDC Limited,Bought,Bought,2.64%,88.21
2026-08-27,KFINTECH,Kfin Technologies Limited,Bought,Bought,1.09%,976.50
2026-08-27,PGEL,PG Electroplast Limited,Sold,Bought,-1.21%,587.15
2026-08-27,BANKINDIA,Bank of India,Bought,Bought,1.36%,145.95
2026-08-27,SHRIRAMFIN,Shriram Finance Limited,Sold,Bought,-1.84%,1117.50
2026-08-27,JSWSTEEL,JSW Steel Limited,Bought,Bought,1.57%,1341.00
