Date,Symbol,Stock_Name,FII_DII_Cash,FII_DII_FNO,Price_Change,Current_Price
2026-09-08,MANAPPURAM,Manappuram Finance Limited,Sold,Bought,-4.15%,325.60
2026-09-08,ZYDUSLIFE,Zydus Lifesciences Ltd,Bought,Bought,3.29%,1156.90
2026-09-08,BOSCHLTD,Bosch Limited,Bought,Bought,2.57%,48025.00
2026-09-08,POLICYBZR,Pb Fintech Limited,Sold,Bought,-2.4%,1792.00
2026-09-08,INDUSTOWER,Indus Towers Limited,Sold,Bought,-0.09%,376.45
2026-09-08,SUPREMEIND,Supreme Industries Limited,Bought,Bought,3.54%,3598.00
2026-09-08,GAIL,GAIL,Bought,Sold,1.5%,176.00
2026-09-08,VMM,Vishal Mega Mart Limited,Sold,Bought,-2.02%,104.00
2026-09-08,GODREJPROP,Godrej Properties Limited,Sold,Bought,-3.02%,1922.20
2026-09-08,CDSL,Central Depo Ser,Bought,Bought,1.46%,1414.90
2026-09-08,MPHASIS,MphasiS Limited,Sold,Bought,-2.18%,2369.10
2026-09-08,OIL,Oil India Limited,Sold,Sold,-0.27%,487.00
2026-09-08,COALINDIA,Coal India Limited,Bought,Bought,0.84%,418.85
2026-09-08,ALKEM,Alkem Laboratories Ltd.,Bought,Bought,1.01%,5242.50
2026-09-08,MOTHERSON,Samvrdhna Mthrsn Intl Ltd,Bought,Bought,0.81%,162.00
2026-09-08,NHPC,NHPC Limited,Sold,Bought,-0.33%,76.00
2026-09-08,SUNPHARMA,Sun Pharmaceuticals Industries Limited,Sold,Sold,-0.21%,1895.00
2026-09-08,GODREJCP,Godrej Consumer Products Limited,Sold,Bought,-1.83%,861.90
2026-09-08,DIVISLAB,Divi's Laboratories Limited,Bought,Bought,2.36%,9315.00
2026-09-08,NYKAA,Fsn E Commerce Ventures,Bought,Sold,0.06%,332.70
2026-09-08,RVNL,Rail Vikas Nigam Limited,Sold,Bought,-1.15%,210.05
2026-09-08,MOTILALOFS,Motilal Oswal Financial Services Limited,Bought,Bought,1.74%,1055.00
2026-09-08,CGPOWER,Cg Power And Ind Sol Ltd,Bought,Bought,0.45%,895.00
2026-09-08,SOLARINDS,Solar Industries India Limited,Bought,Bought,2.35%,21950.00
2026-09-08,BANDHANBNK,Bandhan Bank Limited,Sold,Bought,-0.15%,164.70
2026-09-08,TRENT,Trent Limited,Sold,Bought,-1.35%,2814.50
2026-09-08,ICICIPRULI,ICICI Pru Life,Sold,Bought,-4.83%,470.65
2026-09-08,TECHM,Tech Mahindra Limited,Sold,Bought,-2.06%,1564.00
2026-09-08,MFSL,MAX FINANCIAL SERV LTD,Sold,Sold,-1.83%,1520.00
2026-09-08,SAIL,Steel Authority of India Limited,Sold,Sold,-4.52%,187.90
2026-09-08,BHARTIARTL,Bharti Airtel Limited,Bought,Bought,0.76%,1854.00
2026-09-08,TMPV,Tata Motors Pass Veh Ltd,Sold,Bought,-1.44%,307.00
2026-09-08,MAXHEALTH,Max Healthcare Ins Ltd,Bought,Sold,0.73%,992.00
2026-09-08,SBICARD,Sbi Cards & Pay Ser Ltd,Bought,Bought,2.49%,674.65
2026-09-08,AUBANK,Au Small Finance Bank Ltd,Sold,Bought,-1.13%,1053.00
2026-09-08,WIPRO,Wipro Limited,Sold,Bought,-2.04%,172.80
2026-09-08,TITAN,Titan Company Limited,Sold,Bought,-0.5%,4995.00
2026-09-08,NAUKRI,Info Edge,Sold,Sold,-1.31%,1302.50
2026-09-08,SBIN,State Bank of India,Sold,Bought,-1%,1005.90
2026-09-08,UNIONBANK,Union Bank of India,Sold,Bought,-0.63%,186.04
