Date,Symbol,Stock_Name,FII_DII_Cash,FII_DII_FNO,Price_Change,Current_Price
2026-08-04,LTM,Ltimindtree Limited,Bought,Bought,7.52%,4690.00
2026-08-04,MUTHOOTFIN,Muthoot Finance Limited,Sold,Bought,-7.33%,2890.90
2026-08-04,APLAPOLLO,APL Apollo Tubes Limited,Bought,Bought,6.71%,1941.50
2026-08-04,IEX,Indian Energy Exc Ltd,Sold,Bought,-3.21%,128.00
2026-08-04,GODFRYPHLP,Godfrey Phillips India Limited,Bought,Bought,5.32%,2247.00
2026-08-04,NHPC,NHPC Limited,Bought,Bought,0.66%,79.25
2026-08-04,CDSL,Central Depo Ser,Sold,Bought,-0.81%,1322.20
2026-08-04,GLENMARK,Glenmark Pharmaceuticals Limited,Sold,Bought,-0.17%,2230.00
2026-08-04,ABB,ABB India Limited,Bought,Bought,4.34%,7601.00
2026-08-04,PAYTM,One 97 Communications Ltd,Bought,Bought,4.99%,1410.00
2026-08-04,AUROPHARMA,Aurobindo Pharma Limited,Sold,Bought,-1.61%,1554.70
2026-08-04,FORTIS,Fortis Healthcare Limited,Sold,Bought,-0.53%,940.00
2026-08-04,JUBLFOOD,Jubilant Foodworks Limited,Bought,Bought,7.24%,470.00
2026-08-04,AMBUJACEM,Ambuja Cements Limited,Bought,Bought,2.73%,444.00
2026-08-04,PIIND,PI Industries Limited,Bought,Bought,1.52%,2793.00
2026-08-04,ITC,ITC Limited,Bought,Bought,2.14%,287.00
2026-08-04,MANAPPURAM,Manappuram Finance Limited,Sold,Bought,-1.84%,365.00
2026-08-04,OIL,Oil India Limited,Sold,Bought,-1.44%,452.00
2026-08-04,DIVISLAB,Divi's Laboratories Limited,Bought,Bought,6.57%,8585.00
2026-08-04,DALBHARAT,Odisha Cement Limited,Bought,Bought,2.49%,1844.60
2026-08-04,ICICIPRULI,ICICI Pru Life,Bought,Sold,1.35%,522.35
2026-08-04,INDIGO,INTERGLOBE AVIATIO INR10,Bought,Bought,4.43%,5400.00
2026-08-04,MCX,Multi Commodity Exchange of India Limited,Sold,Bought,-1.86%,2642.10
2026-08-04,CAMS,Computer Age Mngt Ser Ltd,Sold,Bought,-0.65%,791.00
2026-08-04,BLUESTARCO,Blue Star Limited,Bought,Bought,2.86%,1729.20
2026-08-04,DRREDDY,Dr. Reddy's Laboratories Limited,Bought,Sold,2.78%,1180.00
2026-08-04,ZYDUSLIFE,Zydus Lifesciences Ltd,Sold,Bought,-0.51%,1121.00
2026-08-04,ADANIGREEN,Adani Green Energy Ltd,Bought,Sold,0.87%,1395.00
2026-08-04,ICICIGI,Icici Lombard Gic Limited,Bought,Sold,3.16%,1675.00
2026-08-04,IREDA,Ireda 8.80ncdtr I Sr Iiib,Bought,Bought,2.85%,123.00
2026-08-04,RVNL,Rail Vikas Nigam Limited,Bought,Bought,3.29%,232.90
2026-08-04,PATANJALI,Patanjali Foods Limited,Bought,Bought,2.65%,364.00
2026-08-04,ASTRAL,Astral Poly Technik Limited,Sold,Sold,-0.9%,1435.60
2026-08-04,IOC,Indian Oil Corporation Limited,Bought,Bought,2.52%,143.70
2026-08-04,MARUTI,Maruti Suzuki India Limited,Sold,Bought,-0.59%,14150.00
2026-08-04,JSWENERGY,JSW Energy Limited,Bought,Sold,2.59%,569.00
2026-08-04,JSWSTEEL,JSW Steel Limited,Bought,Bought,1.76%,1292.30
2026-08-04,NATIONALUM,National Aluminium Company Limited,Bought,Bought,5.41%,369.00
2026-08-04,LUPIN,Lupin Limited,Sold,Bought,-0.91%,2393.00
2026-08-04,LTF,L&t Finance Limited,Bought,Bought,2.17%,318.00
2026-08-04,UPL,UPL Limited,Bought,Bought,2.6%,620.00
2026-08-04,KOTAKBANK,Kotak Mahindra Bank Limited,Bought,Sold,1.84%,397.50
2026-08-04,COLPAL,Colgate Palmolive,Bought,Bought,0.04%,2077.00
2026-08-04,LICI,Life Insura Corp Of India,Bought,Bought,0.89%,428.50
2026-08-04,CONCOR,Container Corporation of India Limited,Sold,Bought,-0.1%,525.00
2026-08-04,UNIONBANK,Union Bank of India,Bought,Bought,1.61%,174.00
