Date,Symbol,Stock_Name,FII_DII_Cash,FII_DII_FNO,Price_Change,Current_Price
2026-07-31,EXIDEIND,Exide Industries Limited,Bought,Sold,3.91%,452.70
2026-07-31,ALKEM,Alkem Laboratories Ltd.,Bought,Bought,2.54%,5816.50
2026-07-31,MAZDOCK,Mazagon Dock Shipbuil Ltd,Bought,Bought,0.49%,2319.10
2026-07-31,WAAREEENER,Waaree Energies Limited,Sold,Bought,-4.07%,2624.90
2026-07-31,SONACOMS,Sona Blw Precision Frgs L,Bought,Bought,6%,763.75
2026-07-31,ANGELONE,Angel One Limited,Sold,Bought,-3.59%,291.65
2026-07-31,HDFCLIFE,Hdfc Stand Life In Co Ltd,Sold,Bought,-2.03%,545.40
2026-07-31,PREMIERENE,Premier Energies Limited,Sold,Bought,-5.16%,982.70
2026-07-31,RBLBANK,RBL Bank,Bought,Bought,1.86%,378.05
2026-07-31,TIINDIA,Tube Invest Of India Ltd,Sold,Bought,-3.51%,2688.80
2026-07-31,NYKAA,Fsn E Commerce Ventures,Bought,Bought,1.91%,333.75
2026-07-31,ASTRAL,Astral Poly Technik Limited,Sold,Bought,-0.3%,1471.90
2026-07-31,EICHERMOT,Eicher Motors Limited,Bought,Bought,1.72%,7912.50
2026-07-31,FORCEMOT,Force Motors Limited,Bought,Bought,1.64%,17618.00
2026-07-31,HAVELLS,Havells India Limited,Bought,Bought,2%,1261.70
2026-07-31,DABUR,Dabur India Limited,Sold,Bought,-1.75%,426.10
2026-07-31,ICICIPRULI,ICICI Pru Life,Sold,Bought,-0.21%,510.60
2026-07-31,COALINDIA,Coal India Limited,Bought,Bought,1.74%,417.20
2026-07-31,HYUNDAI,Hyundai Motor India Ltd,Bought,Bought,1.27%,2018.20
2026-07-31,SRF,SRF Limited,Sold,Bought,-1.48%,2604.80
2026-07-31,PERSISTENT,Persistent Systems Limited,Bought,Bought,0.57%,5514.70
2026-07-31,WIPRO,Wipro Limited,Bought,Sold,1.48%,186.33
2026-07-31,HEROMOTOCO,Hero MotoCorp Limited,Bought,Bought,3.42%,5325.00
2026-07-31,VEDL,Vedanta Limited,Bought,Bought,1.13%,267.50
2026-07-31,INDHOTEL,The Indian Hotels Company Limited,Bought,Bought,1.5%,749.25
2026-07-31,TECHM,Tech Mahindra Limited,Bought,Bought,1.51%,1669.00
2026-07-31,LICI,Life Insura Corp Of India,Sold,Bought,-0.25%,422.85
2026-07-31,PNBHOUSING,Pnb Housing Fin Ltd.,Sold,Bought,-2.2%,1033.10
2026-07-31,VOLTAS,Voltas Limited,Bought,Bought,1.52%,1333.20
2026-07-31,HDFCBANK,HDFC Bank Limited,Bought,Bought,0.77%,753.95
2026-07-31,MUTHOOTFIN,Muthoot Finance Limited,Sold,Bought,-0.3%,3008.70
2026-07-31,INDUSTOWER,Indus Towers Limited,Bought,Bought,1.75%,392.90
2026-07-31,KEI,KEI Industries Limited,Sold,Bought,-1.11%,4799.50
2026-07-31,DMART,Avenue Supermarts Limited,Bought,Sold,0.67%,3874.00
2026-07-31,APOLLOHOSP,Apollo Hospitals Enterprise Limited,Bought,Bought,0.59%,8988.00
2026-07-31,POLYCAB,Polycab India Limited,Sold,Bought,-1.67%,8896.00
2026-07-31,BAJAJHLDNG,Bajaj Holdings & Investment Limited,Bought,Bought,0.19%,10970.00
2026-07-31,IRFC,Bond 8.00% Pa Tax Free S1,Sold,Bought,-0.24%,88.92
2026-07-31,BAJFINANCE,Bajaj Finance Limited,Sold,Bought,-0.09%,1053.50
2026-07-31,MANAPPURAM,Manappuram Finance Limited,Sold,Bought,-0.49%,368.35
2026-07-31,TVSMOTOR,TVS Motor Company Limited,Bought,Bought,3.26%,4208.40
