Date,Symbol,Stock_Name,FII_DII_Cash,FII_DII_FNO,Price_Change,Current_Price
2026-09-03,VOLTAS,Voltas Limited,Sold,Bought,-4.39%,1152.10
2026-09-03,COALINDIA,Coal India Limited,Bought,Bought,4.05%,417.85
2026-09-03,HINDPETRO,Hindustan Petroleum Corporation Limited,Sold,Bought,-1.13%,359.00
2026-09-03,SONACOMS,Sona Blw Precision Frgs L,Sold,Bought,-3.32%,782.65
2026-09-03,TATAPOWER,Tata Power Company Limited,Bought,Sold,3.84%,364.00
2026-09-03,SWIGGY,Swiggy Limited,Sold,Bought,-2.65%,267.70
2026-09-03,MANAPPURAM,Manappuram Finance Limited,Bought,Bought,1.16%,340.90
2026-09-03,TIINDIA,Tube Invest Of India Ltd,Sold,Bought,-1.56%,2720.00
2026-09-03,PGEL,PG Electroplast Limited,Sold,Bought,-0.68%,566.00
2026-09-03,BLUESTARCO,Blue Star Limited,Sold,Bought,-3.06%,1445.30
2026-09-03,ALKEM,Alkem Laboratories Ltd.,Sold,Bought,-1.7%,5210.00
2026-09-03,WAAREEENER,Waaree Energies Limited,Sold,Sold,-0.27%,2581.10
2026-09-03,OIL,Oil India Limited,Bought,Bought,1.66%,498.15
2026-09-03,GODREJPROP,Godrej Properties Limited,Sold,Bought,-0.37%,1970.70
2026-09-03,UNITDSPR,United Spirits Limited,Sold,Bought,-0.03%,1469.50
2026-09-03,BEL,Bharat Electronics Limited,Sold,Bought,-1.33%,405.75
2026-09-03,MOTILALOFS,Motilal Oswal Financial Services Limited,Bought,Bought,0.16%,1017.60
2026-09-03,BSE,Bse Limited,Sold,Bought,-2.28%,3168.00
2026-09-03,KFINTECH,Kfin Technologies Limited,Sold,Bought,-0.91%,929.00
2026-09-03,PNB,Punjab National Bank,Bought,Sold,1.54%,117.00
2026-09-03,ABCAPITAL,Aditya Birla Capital Ltd.,Bought,Bought,0.66%,397.05
2026-09-03,RBLBANK,RBL Bank,Bought,Bought,2.34%,389.40
2026-09-03,FEDERALBNK,The Federal Bank  Limited,Bought,Sold,1.17%,353.35
2026-09-03,INDIGO,INTERGLOBE AVIATIO INR10,Sold,Bought,-0.63%,5020.00
2026-09-03,SBIN,State Bank of India,Sold,Bought,-1.31%,1020.90
2026-09-03,MFSL,MAX FINANCIAL SERV LTD,Sold,Sold,-1.94%,1505.00
2026-09-03,OBEROIRLTY,Oberoi Realty Limited,Sold,Bought,-0.78%,1866.00
2026-09-03,WIPRO,Wipro Limited,Sold,Bought,-2.54%,177.09
2026-09-03,CONCOR,Container Corporation of India Limited,Sold,Bought,-0.78%,510.00
2026-09-03,TITAN,Titan Company Limited,Bought,Bought,0.48%,5074.00
2026-09-03,AMBER,Amber Enterprises,Sold,Bought,-1.24%,7415.00
2026-09-03,HYUNDAI,Hyundai Motor India Ltd,Sold,Bought,-1.17%,2154.40
2026-09-03,IDEA,Idea Cellular Limited,Bought,Bought,3.34%,14.53
2026-09-03,INOXWIND,Inox Wind Limited,Bought,Bought,1.57%,70.59
2026-09-03,PATANJALI,Patanjali Foods Limited,Sold,Bought,-0.23%,345.00
2026-09-03,GODFRYPHLP,Godfrey Phillips India Limited,Sold,Bought,-2.55%,2025.40
2026-09-03,VBL,Varun Beverages Limited,Bought,Bought,2.25%,415.00
2026-09-03,PREMIERENE,Premier Energies Limited,Sold,Bought,-1.27%,1000.00
2026-09-03,MCX,Multi Commodity Exchange of India Limited,Sold,Bought,-0.51%,3286.00
2026-09-03,NTPC,NTPC Limited,Bought,Sold,0.76%,330.00
2026-09-03,HINDUNILVR,Hindustan Unilever Limited,Sold,Bought,-0.99%,1975.00
2026-09-03,GODREJCP,Godrej Consumer Products Limited,Bought,Bought,0%,905.00
2026-09-03,KALYANKJIL,Kalyan Jewellers Ind Ltd,Bought,Sold,2.97%,590.00
2026-09-03,JSWENERGY,JSW Energy Limited,Bought,Bought,4.21%,539.80
2026-09-03,INDUSINDBK,IndusInd Bank Limited,Sold,Bought,-1.47%,978.00
2026-09-03,JIOFIN,Jio Fin Services Ltd,Bought,Bought,0.45%,236.90
2026-09-03,ANGELONE,Angel One Limited,Sold,Bought,-0.82%,279.25
2026-09-03,IEX,Indian Energy Exc Ltd,Sold,Bought,-0.29%,118.86
2026-09-03,BANKINDIA,Bank of India,Bought,Bought,0.53%,143.10
