Date,Symbol,Stock_Name,FII_DII_Cash,FII_DII_FNO,Price_Change,Current_Price
2026-09-17,PATANJALI,Patanjali Foods Limited,Bought,Bought,7.81%,365.00
2026-09-17,PREMIERENE,Premier Energies Limited,Sold,Bought,-4.87%,899.00
2026-09-17,PAYTM,One 97 Communications Ltd,Bought,Bought,3.47%,1790.00
2026-09-17,PNBHOUSING,Pnb Housing Fin Ltd.,Sold,Bought,-0.96%,1134.00
2026-09-17,POLICYBZR,Pb Fintech Limited,Bought,Bought,5.25%,1827.10
2026-09-17,PAGEIND,Page Industries Limited,Sold,Bought,-0.88%,34275.00
2026-09-17,GLENMARK,Glenmark Pharmaceuticals Limited,Bought,Bought,1.61%,2410.00
2026-09-17,CROMPTON,Crompton Gr. Con,Sold,Bought,-1.22%,223.40
2026-09-17,DIVISLAB,Divi's Laboratories Limited,Sold,Bought,-0.43%,9158.00
2026-09-17,COLPAL,Colgate Palmolive,Bought,Sold,2.18%,1860.00
2026-09-17,BHARATFORG,Bharat Forge Limited,Bought,Bought,0.42%,1885.00
2026-09-17,JSWENERGY,JSW Energy Limited,Sold,Bought,-0.06%,504.70
2026-09-17,UNIONBANK,Union Bank of India,Bought,Bought,1.83%,178.20
2026-09-17,YESBANK,Yes Bank Limited,Bought,Bought,1.43%,23.40
2026-09-17,APLAPOLLO,APL Apollo Tubes Limited,Bought,Bought,0.03%,2120.00
2026-09-17,NYKAA,Fsn E Commerce Ventures,Sold,Bought,-3.15%,325.60
2026-09-17,MARICO,Marico Limited,Bought,Bought,2.39%,810.15
2026-09-17,RBLBANK,RBL Bank,Bought,Sold,0.1%,404.00
2026-09-17,UPL,UPL Limited,Sold,Bought,-1.82%,550.60
2026-09-17,LAURUSLABS,Laurus Labs Limited,Sold,Bought,-1.11%,1905.50
2026-09-17,JSWSTEEL,JSW Steel Limited,Bought,Sold,1.6%,1248.90
2026-09-17,SHREECEM,Shree Cements Limited,Sold,Bought,-0.5%,21795.00
2026-09-17,MFSL,MAX FINANCIAL SERV LTD,Bought,Bought,4.33%,1487.60
2026-09-17,OBEROIRLTY,Oberoi Realty Limited,Bought,Bought,2.3%,1706.90
2026-09-17,TORNTPHARM,Torrent Pharmaceuticals Limited,Sold,Bought,-0.77%,4812.50
2026-09-17,HYUNDAI,Hyundai Motor India Ltd,Bought,Sold,0.7%,2155.00
2026-09-17,SUZLON,Suzlon Energy Limited,Sold,Bought,-1.75%,42.15
2026-09-17,SONACOMS,Sona Blw Precision Frgs L,Sold,Bought,-2.78%,768.00
2026-09-17,PNB,Punjab National Bank,Bought,Bought,1.83%,116.80
2026-09-17,HINDALCO,Hindalco Industries Limited,Bought,Bought,1.46%,972.70
2026-09-17,HINDPETRO,Hindustan Petroleum Corporation Limited,Bought,Bought,1.38%,350.05
