Date,Symbol,Stock_Name,FII_DII_Cash,FII_DII_FNO,Price_Change,Current_Price
2026-07-06,POLICYBZR,Pb Fintech Limited,Sold,Bought,-5.4%,1591.20
2026-07-06,NUVAMA,Nuvama Wealth Manage Ltd,Bought,Bought,3.76%,1887.50
2026-07-06,ICICIPRULI,ICICI Pru Life,Sold,Bought,-2.16%,485.25
2026-07-06,POWERINDIA,Abb Power Pro N Sys Ind L,Sold,Bought,-8.1%,31040.00
2026-07-06,CGPOWER,Cg Power And Ind Sol Ltd,Sold,Bought,-6.97%,892.55
2026-07-06,MARICO,Marico Limited,Sold,Bought,-2.04%,838.55
2026-07-06,BDL,Bharat Dynamics Limited,Bought,Bought,0.24%,1388.20
2026-07-06,KAYNES,Kaynes Technology Ind Ltd,Bought,Bought,5.55%,3333.80
2026-07-06,ALKEM,Alkem Laboratories Ltd.,Bought,Bought,1.13%,5562.50
2026-07-06,HCLTECH,HCL Technologies Limited,Bought,Sold,5.65%,1139.00
2026-07-06,AUROPHARMA,Aurobindo Pharma Limited,Bought,Bought,3.81%,1620.50
2026-07-06,CONCOR,Container Corporation of India Limited,Bought,Bought,2.25%,488.20
2026-07-06,INDUSINDBK,IndusInd Bank Limited,Bought,Bought,3.27%,974.35
2026-07-06,ZYDUSLIFE,Zydus Lifesciences Ltd,Bought,Bought,3.71%,1140.60
2026-07-06,HDFCLIFE,Hdfc Stand Life In Co Ltd,Sold,Bought,-0.64%,567.70
2026-07-06,APLAPOLLO,APL Apollo Tubes Limited,Sold,Bought,-0.02%,1788.00
2026-07-06,PNBHOUSING,Pnb Housing Fin Ltd.,Bought,Sold,0.83%,1064.40
2026-07-06,MANAPPURAM,Manappuram Finance Limited,Bought,Bought,1.58%,328.20
2026-07-06,BHEL,Bharat Heavy Electricals Limited,Sold,Bought,-4.57%,383.60
2026-07-06,APOLLOHOSP,Apollo Hospitals Enterprise Limited,Bought,Bought,2.27%,8893.50
2026-07-06,BIOCON,Biocon Limited,Bought,Bought,1.96%,426.80
2026-07-06,CUMMINSIND,Cummins India Limited,Sold,Bought,-1.8%,5478.00
2026-07-06,ABCAPITAL,Aditya Birla Capital Ltd.,Bought,Sold,2.11%,401.25
2026-07-06,UNITDSPR,United Spirits Limited,Bought,Bought,1.45%,1393.30
2026-07-06,MANKIND,Mankind Pharma Limited,Bought,Bought,1.68%,2528.60
2026-07-06,LTF,L&t Finance Limited,Bought,Bought,3.73%,327.00
2026-07-06,PNB,Punjab National Bank,Sold,Bought,-1.46%,105.35
2026-07-06,SHREECEM,Shree Cements Limited,Bought,Bought,2.08%,26765.00
2026-07-06,HAL,Hindustan Aeronautics Ltd,Sold,Bought,-0.12%,4428.90
2026-07-06,TIINDIA,Tube Invest Of India Ltd,Sold,Bought,-3.71%,2975.80
2026-07-06,LODHA,Macrotech Developers Ltd,Bought,Sold,5.05%,1057.00
2026-07-06,RBLBANK,RBL Bank,Bought,Bought,1.58%,361.10
2026-07-06,GODFRYPHLP,Godfrey Phillips India Limited,Sold,Bought,-0.06%,2170.10
2026-07-06,UPL,UPL Limited,Bought,Sold,3.17%,607.40
2026-07-06,UNIONBANK,Union Bank of India,Sold,Bought,-6.46%,163.09
2026-07-06,INDUSTOWER,Indus Towers Limited,Sold,Bought,-0.12%,383.30
2026-07-06,SIEMENS,Siemens Limited,Sold,Bought,-1.23%,3536.30
2026-07-06,GODREJPROP,Godrej Properties Limited,Bought,Sold,1.41%,1996.40
2026-07-06,HINDZINC,Hindustan Zinc Limited,Bought,Bought,1.48%,536.55
2026-07-06,CIPLA,Cipla Limited,Bought,Bought,0.15%,1458.20
2026-07-06,PIIND,PI Industries Limited,Bought,Bought,1.44%,2646.10
2026-07-06,MUTHOOTFIN,Muthoot Finance Limited,Bought,Bought,3.57%,3054.90
2026-07-06,VOLTAS,Voltas Limited,Sold,Bought,-0.81%,1280.20
2026-07-06,NATIONALUM,National Aluminium Company Limited,Bought,Bought,4.62%,347.60
2026-07-06,LUPIN,Lupin Limited,Bought,Bought,3.18%,2476.00
2026-07-06,BANDHANBNK,Bandhan Bank Limited,Sold,Bought,-2.19%,200.60
2026-07-06,DRREDDY,Dr. Reddy's Laboratories Limited,Bought,Bought,2.11%,1374.10
2026-07-06,POWERGRID,Power Grid Corporation of India Limited,Sold,Bought,-0.12%,287.85
2026-07-06,MPHASIS,MphasiS Limited,Bought,Bought,2.28%,2296.60
2026-07-06,TORNTPHARM,Torrent Pharmaceuticals Limited,Bought,Sold,2.29%,4768.30
2026-07-06,JIOFIN,Jio Fin Services Ltd,Sold,Bought,-0.16%,239.35
2026-07-06,DMART,Avenue Supermarts Limited,Sold,Bought,-4.6%,3994.40
2026-07-06,GMRAIRPORT,Gmr Airports Limited,Bought,Bought,0.9%,112.80
2026-07-06,RECLTD,Rural Electrification Corporation Limited,Sold,Bought,-1.2%,365.15
2026-07-06,BANKBARODA,Bank of Baroda,Sold,Bought,-3.09%,252.20
2026-07-06,YESBANK,Yes Bank Limited,Bought,Bought,0.58%,24.39
