Date,Symbol,Stock_Name,FII_DII_Cash,FII_DII_FNO,Price_Change,Current_Price
2026-07-15,SBICARD,Sbi Cards & Pay Ser Ltd,Bought,Bought,3.26%,638.85
2026-07-15,BIOCON,Biocon Limited,Bought,Bought,6.41%,437.30
2026-07-15,CONCOR,Container Corporation of India Limited,Bought,Bought,6.29%,493.15
2026-07-15,DIVISLAB,Divi's Laboratories Limited,Bought,Bought,3.6%,7188.50
2026-07-15,AMBUJACEM,Ambuja Cements Limited,Sold,Sold,-0.54%,429.80
2026-07-15,ASTRAL,Astral Poly Technik Limited,Bought,Bought,2.07%,1358.50
2026-07-15,ABCAPITAL,Aditya Birla Capital Ltd.,Sold,Bought,-2.01%,399.25
2026-07-15,ULTRACEMCO,UltraTech Cement Limited,Sold,Sold,-0.65%,11496.00
2026-07-15,SRF,SRF Limited,Bought,Bought,0.12%,2744.90
2026-07-15,MCX,Multi Commodity Exchange of India Limited,Bought,Sold,3.93%,2891.30
2026-07-15,HDFCLIFE,Hdfc Stand Life In Co Ltd,Sold,Bought,-3.17%,555.20
2026-07-15,ETERNAL,Eternal Limited,Bought,Sold,0.33%,286.15
2026-07-15,LICI,Life Insura Corp Of India,Sold,Bought,-1.34%,435.40
2026-07-15,DALBHARAT,Odisha Cement Limited,Bought,Bought,0.26%,1761.70
2026-07-15,PIIND,PI Industries Limited,Sold,Bought,-1.24%,2537.20
2026-07-15,BRITANNIA,Britannia Industries Limited,Sold,Bought,-1.22%,5283.50
2026-07-15,RADICO,Radico Khaitan Limited,Bought,Bought,0.14%,4051.20
2026-07-15,ALKEM,Alkem Laboratories Ltd.,Bought,Bought,0.62%,5601.50
2026-07-15,INDIGO,INTERGLOBE AVIATIO INR10,Sold,Bought,-2.32%,5108.00
2026-07-15,SBILIFE,Sbi Life Insurance Co Ltd,Sold,Sold,-0.84%,1840.30
2026-07-15,NATIONALUM,National Aluminium Company Limited,Bought,Sold,2.73%,364.90
2026-07-15,TIINDIA,Tube Invest Of India Ltd,Sold,Bought,-0.17%,2916.10
2026-07-15,ADANIENSOL,Adani Energy Solution Ltd,Bought,Bought,2.78%,1690.30
2026-07-15,ADANIPOWER,Adani Power Limited,Bought,Sold,4.97%,226.17
2026-07-15,SHRIRAMFIN,Shriram Finance Limited,Sold,Bought,-3.26%,1013.90
2026-07-15,CHOLAFIN,Cholamandalam Investment and Finance Company Limited,Sold,Bought,-2.18%,1771.50
2026-07-15,HINDALCO,Hindalco Industries Limited,Bought,Bought,0.77%,974.30
2026-07-15,UNOMINDA,Uno Minda Limited,Sold,Bought,-1.33%,1137.00
2026-07-15,DABUR,Dabur India Limited,Sold,Bought,-1.01%,434.45
2026-07-15,BAJAJFINSV,Bajaj Finserv Limited,Sold,Bought,-2.04%,1869.20
2026-07-15,BPCL,Bharat Petroleum Corporation Limited,Sold,Bought,-0.72%,305.35
2026-07-15,VMM,Vishal Mega Mart Limited,Sold,Bought,-1.66%,114.28
2026-07-15,SUNPHARMA,Sun Pharmaceuticals Industries Limited,Bought,Bought,1.1%,1942.60
2026-07-15,HINDZINC,Hindustan Zinc Limited,Sold,Bought,-0.88%,527.90
2026-07-15,PIDILITIND,Pidilite Industries Limited,Sold,Bought,-1.6%,1555.40
2026-07-15,ADANIGREEN,Adani Green Energy Ltd,Bought,Bought,3.75%,1604.50
2026-07-15,OIL,Oil India Limited,Bought,Bought,2.33%,441.10
2026-07-15,AXISBANK,Axis Bank Limited,Sold,Bought,-0.14%,1317.60
2026-07-15,COCHINSHIP,Cochin Shipyard Limited,Sold,Bought,-1.49%,1390.80
2026-07-15,GRASIM,Grasim Industries Limited,Sold,Bought,-0.99%,3113.30
2026-07-15,BEL,Bharat Electronics Limited,Sold,Bought,-0.17%,410.10
2026-07-15,SHREECEM,Shree Cements Limited,Sold,Bought,-0.53%,26280.00
2026-07-15,GAIL,GAIL,Sold,Sold,-0.93%,171.51
2026-07-15,OBEROIRLTY,Oberoi Realty Limited,Sold,Bought,-0.45%,1916.50
2026-07-15,UPL,UPL Limited,Bought,Bought,0.24%,593.15
