Date,Symbol,Stock_Name,FII_DII_Cash,FII_DII_FNO,Price_Change,Current_Price
2026-07-30,KAYNES,Kaynes Technology Ind Ltd,Bought,Bought,12.73%,3638.60
2026-07-30,COLPAL,Colgate Palmolive,Bought,Bought,1.32%,2166.40
2026-07-30,LTF,L&t Finance Limited,Sold,Bought,-0.59%,309.15
2026-07-30,PHOENIXLTD,The Phoenix Mills Limited,Sold,Bought,-5.57%,1910.50
2026-07-30,JIOFIN,Jio Fin Services Ltd,Bought,Bought,5.23%,249.48
2026-07-30,INOXWIND,Inox Wind Limited,Bought,Bought,0.87%,76.60
2026-07-30,KPITTECH,Kpit Technologies Limited,Bought,Bought,6.03%,638.75
2026-07-30,ASIANPAINT,Asian Paints Limited,Bought,Bought,0.81%,2758.40
2026-07-30,CROMPTON,Crompton Gr. Con,Bought,Bought,6.81%,264.25
2026-07-30,RVNL,Rail Vikas Nigam Limited,Bought,Bought,1.58%,224.83
2026-07-30,ADANIPORTS,Adani Ports and Special Economic Zone Limited,Sold,Bought,-3.1%,1719.70
2026-07-30,DIVISLAB,Divi's Laboratories Limited,Bought,Bought,4.84%,7784.50
2026-07-30,PAGEIND,Page Industries Limited,Sold,Sold,-0.25%,40270.00
2026-07-30,LICHSGFIN,LIC Housing Finance Limited,Bought,Bought,1.42%,553.45
2026-07-30,PATANJALI,Patanjali Foods Limited,Bought,Bought,4.14%,357.15
2026-07-30,DIXON,Dixon Techno,Bought,Bought,2.68%,14275.00
2026-07-30,MANAPPURAM,Manappuram Finance Limited,Bought,Bought,2.46%,370.15
2026-07-30,UNITDSPR,United Spirits Limited,Sold,Bought,-0.29%,1504.40
2026-07-30,AUROPHARMA,Aurobindo Pharma Limited,Bought,Bought,2.68%,1590.70
2026-07-30,SAIL,Steel Authority of India Limited,Bought,Bought,3.08%,170.96
2026-07-30,SWIGGY,Swiggy Limited,Bought,Bought,7.03%,287.34
2026-07-30,JINDALSTEL,Jindal Steel & Power Limited,Bought,Bought,3.25%,1088.70
2026-07-30,PGEL,PG Electroplast Limited,Bought,Bought,4.61%,612.45
2026-07-30,TRENT,Trent Limited,Bought,Bought,2.54%,3005.20
2026-07-30,BANDHANBNK,Bandhan Bank Limited,Bought,Bought,2.81%,173.58
2026-07-30,ABB,ABB India Limited,Bought,Bought,0.92%,7310.50
2026-07-30,LUPIN,Lupin Limited,Bought,Bought,2.14%,2447.00
2026-07-30,PIIND,PI Industries Limited,Bought,Bought,1.75%,2753.90
2026-07-30,360ONE,360 One Wam Limited,Bought,Bought,2.92%,1161.30
2026-07-30,LT,Larsen & Toubro Limited,Bought,Bought,2.59%,3931.40
2026-07-30,BOSCHLTD,Bosch Limited,Sold,Bought,-0.59%,41065.00
2026-07-30,POWERGRID,Power Grid Corporation of India Limited,Sold,Bought,-0.86%,282.85
2026-07-30,AXISBANK,Axis Bank Limited,Bought,Bought,0.97%,1235.40
2026-07-30,AMBER,Amber Enterprises,Bought,Bought,2.81%,7411.50
2026-07-30,SBILIFE,Sbi Life Insurance Co Ltd,Bought,Bought,0.31%,1894.90
2026-07-30,IRFC,Bond 8.00% Pa Tax Free S1,Bought,Bought,2.27%,89.13
2026-07-30,BHEL,Bharat Heavy Electricals Limited,Sold,Bought,-0.15%,405.15
2026-07-30,NMDC,NMDC Limited,Bought,Bought,2.3%,85.85
