Date,Symbol,Stock_Name,FII_DII_Cash,FII_DII_FNO,Price_Change,Current_Price
2026-07-03,EXIDEIND,Exide Industries Limited,Bought,Bought,7.43%,419.35
2026-07-03,SONACOMS,Sona Blw Precision Frgs L,Bought,Bought,6.93%,662.30
2026-07-03,FORCEMOT,Force Motors Limited,Bought,Bought,5.7%,19367.00
2026-07-03,PATANJALI,Patanjali Foods Limited,Bought,Bought,0.06%,413.45
2026-07-03,MPHASIS,MphasiS Limited,Bought,Bought,5.58%,2245.40
2026-07-03,BANKINDIA,Bank of India,Bought,Bought,2.34%,144.96
2026-07-03,BANKBARODA,Bank of Baroda,Sold,Bought,-4.2%,260.25
2026-07-03,CONCOR,Container Corporation of India Limited,Sold,Bought,-0.58%,477.45
2026-07-03,MFSL,MAX FINANCIAL SERV LTD,Bought,Sold,0.58%,1618.30
2026-07-03,RELIANCE,Reliance Industries Limited,Sold,Bought,-0.34%,1303.50
2026-07-03,SBIN,State Bank of India,Bought,Bought,0.4%,1051.60
2026-07-03,TVSMOTOR,TVS Motor Company Limited,Bought,Bought,3.8%,3626.80
2026-07-03,IOC,Indian Oil Corporation Limited,Bought,Bought,1.28%,141.62
2026-07-03,NAUKRI,Info Edge,Bought,Bought,3.28%,1026.15
2026-07-03,BAJAJ-AUTO,Bajaj Auto Limited,Bought,Bought,0.15%,9857.00
2026-07-03,NHPC,NHPC Limited,Bought,Bought,1.28%,80.59
2026-07-03,OBEROIRLTY,Oberoi Realty Limited,Bought,Bought,3.33%,1864.70
2026-07-03,PHOENIXLTD,The Phoenix Mills Limited,Sold,Sold,-0.3%,2012.50
2026-07-03,KFINTECH,Kfin Technologies Limited,Sold,Bought,-1.43%,869.05
2026-07-03,ITC,ITC Limited,Sold,Bought,-0.14%,289.90
2026-07-03,CHOLAFIN,Cholamandalam Investment and Finance Company Limited,Sold,Bought,-0.82%,1788.50
2026-07-03,PERSISTENT,Persistent Systems Limited,Bought,Sold,5.78%,4580.60
2026-07-03,DIXON,Dixon Techno,Bought,Bought,3.49%,12373.00
2026-07-03,AMBUJACEM,Ambuja Cements Limited,Bought,Bought,2.41%,428.95
2026-07-03,ABB,ABB India Limited,Sold,Bought,-1.1%,6861.00
2026-07-03,LT,Larsen & Toubro Limited,Sold,Bought,-0.81%,4059.40
2026-07-03,PRESTIGE,Prestige Estates Projects Limited,Bought,Bought,3%,1674.10
2026-07-03,SRF,SRF Limited,Bought,Bought,2.17%,2799.40
2026-07-03,TRENT,Trent Limited,Bought,Bought,0.84%,3317.80
2026-07-03,PREMIERENE,Premier Energies Limited,Sold,Bought,-0.14%,1050.10
2026-07-03,IDFCFIRSTB,Idfc First Bank Limited,Bought,Bought,0.75%,79.52
2026-07-03,UNOMINDA,Uno Minda Limited,Bought,Sold,3.02%,1121.00
2026-07-03,ABCAPITAL,Aditya Birla Capital Ltd.,Sold,Bought,-0.05%,392.95
2026-07-03,PETRONET,Petronet LNG Limited,Sold,Bought,-1.4%,275.20
2026-07-03,CANBK,Canara Bank,Bought,Bought,0.29%,126.64
2026-07-03,CGPOWER,Cg Power And Ind Sol Ltd,Sold,Bought,-1.75%,959.40
2026-07-03,HINDPETRO,Hindustan Petroleum Corporation Limited,Bought,Bought,1.9%,399.55
