Date,Symbol,Stock_Name,FII_DII_Cash,FII_DII_FNO,Price_Change,Current_Price
2026-08-12,ZYDUSLIFE,Zydus Lifesciences Ltd,Bought,Bought,6.43%,1191.00
2026-08-12,SIEMENS,Siemens Limited,Bought,Bought,2.47%,4011.00
2026-08-12,ADANIGREEN,Adani Green Energy Ltd,Sold,Bought,-0.22%,1366.00
2026-08-12,MFSL,MAX FINANCIAL SERV LTD,Sold,Bought,-1.02%,1499.00
2026-08-12,PRESTIGE,Prestige Estates Projects Limited,Sold,Bought,-0.2%,1585.90
2026-08-12,BOSCHLTD,Bosch Limited,Bought,Bought,3.86%,45185.00
2026-08-12,IOC,Indian Oil Corporation Limited,Sold,Bought,-1.41%,140.00
2026-08-12,LICI,Life Insura Corp Of India,Bought,Bought,3.31%,406.00
2026-08-12,RVNL,Rail Vikas Nigam Limited,Sold,Bought,-0.29%,230.00
2026-08-12,POLICYBZR,Pb Fintech Limited,Bought,Bought,6.32%,1733.00
2026-08-12,HDFCAMC,Hdfc Amc Limited,Sold,Bought,-1.76%,2515.00
2026-08-12,GMRAIRPORT,Gmr Airports Limited,Sold,Bought,-1.12%,105.11
2026-08-12,ADANIENSOL,Adani Energy Solution Ltd,Sold,Bought,-0.61%,1622.00
2026-08-12,VBL,Varun Beverages Limited,Sold,Bought,-1.91%,437.00
2026-08-12,AUBANK,Au Small Finance Bank Ltd,Bought,Bought,0.27%,1070.90
2026-08-12,DRREDDY,Dr. Reddy's Laboratories Limited,Bought,Sold,3.99%,1205.00
2026-08-12,VMM,Vishal Mega Mart Limited,Bought,Bought,1.52%,110.25
2026-08-12,MANAPPURAM,Manappuram Finance Limited,Sold,Bought,-2.52%,360.00
2026-08-12,POLYCAB,Polycab India Limited,Sold,Bought,-1.62%,9125.00
2026-08-12,BANKBARODA,Bank of Baroda,Sold,Bought,-0.65%,246.20
2026-08-12,OFSS,Oracle Financial Services Software Limited,Bought,Sold,0.05%,11896.00
2026-08-12,ABCAPITAL,Aditya Birla Capital Ltd.,Sold,Bought,-0.15%,407.15
2026-08-12,SOLARINDS,Solar Industries India Limited,Sold,Bought,-0.27%,18770.00
2026-08-12,SUPREMEIND,Supreme Industries Limited,Sold,Sold,-1.72%,3435.00
2026-08-12,GODFRYPHLP,Godfrey Phillips India Limited,Sold,Sold,-2.8%,2224.90
2026-08-12,BHARTIARTL,Bharti Airtel Limited,Sold,Bought,-1.43%,1915.20
2026-08-12,PIIND,PI Industries Limited,Sold,Bought,-0.78%,2730.00
2026-08-12,NAM-INDIA,Nippon L I A M Ltd,Sold,Sold,-0.23%,1171.30
2026-08-12,ADANIENT,Adani Enterprises Limited,Sold,Bought,-0.48%,2995.50
2026-08-12,WIPRO,Wipro Limited,Sold,Bought,-0.49%,184.60
2026-08-12,NAUKRI,Info Edge,Bought,Bought,6.08%,1360.00
2026-08-12,COALINDIA,Coal India Limited,Bought,Bought,0.39%,412.60
2026-08-12,FEDERALBNK,The Federal Bank  Limited,Sold,Sold,-1.06%,354.55
2026-08-12,GAIL,GAIL,Bought,Sold,1.65%,175.34
2026-08-12,HINDPETRO,Hindustan Petroleum Corporation Limited,Sold,Sold,-0.59%,390.85
2026-08-12,UNIONBANK,Union Bank of India,Bought,Sold,0.75%,182.50
2026-08-12,CUMMINSIND,Cummins India Limited,Sold,Bought,-1.28%,5378.50
2026-08-12,ICICIPRULI,ICICI Pru Life,Bought,Bought,0.35%,501.50
2026-08-12,ANGELONE,Angel One Limited,Sold,Bought,-1.15%,291.40
2026-08-12,EICHERMOT,Eicher Motors Limited,Bought,Bought,0.31%,8000.00
2026-08-12,IDEA,Idea Cellular Limited,Sold,Bought,-0.23%,12.89
2026-08-12,AXISBANK,Axis Bank Limited,Sold,Bought,-1.4%,1229.80
2026-08-12,DIVISLAB,Divi's Laboratories Limited,Bought,Bought,3.36%,8578.50
2026-08-12,GODREJPROP,Godrej Properties Limited,Sold,Bought,-3.34%,2037.90
2026-08-12,NATIONALUM,National Aluminium Company Limited,Bought,Bought,1.38%,388.00
2026-08-12,ONGC,Oil & Natural Gas Corporation Limited,Sold,Sold,-0.16%,239.45
2026-08-12,NBCC,National Buildings Construction Corporation Limited,Sold,Bought,-1.11%,93.80
