Date,Symbol,Stock_Name,FII_DII_Cash,FII_DII_FNO,Price_Change,Current_Price
2026-07-14,VOLTAS,Voltas Limited,Bought,Sold,4.88%,1349.50
2026-07-14,BAJAJHLDNG,Bajaj Holdings & Investment Limited,Bought,Bought,0.92%,10752.00
2026-07-14,PGEL,PG Electroplast Limited,Bought,Bought,2.18%,595.85
2026-07-14,ICICIGI,Icici Lombard Gic Limited,Sold,Bought,-2.13%,1787.30
2026-07-14,DMART,Avenue Supermarts Limited,Sold,Bought,-2.13%,3994.10
2026-07-14,BAJAJ-AUTO,Bajaj Auto Limited,Bought,Bought,2.22%,10381.00
2026-07-14,ABB,ABB India Limited,Sold,Bought,-0.42%,6807.00
2026-07-14,NHPC,NHPC Limited,Sold,Bought,-0.45%,79.46
2026-07-14,BDL,Bharat Dynamics Limited,Sold,Bought,-3.1%,1302.80
2026-07-14,HINDPETRO,Hindustan Petroleum Corporation Limited,Sold,Bought,-0.94%,391.60
2026-07-14,HCLTECH,HCL Technologies Limited,Bought,Bought,4.91%,1221.20
2026-07-14,LTF,L&t Finance Limited,Bought,Bought,1.07%,324.70
2026-07-14,INFY,Infosys Limited,Bought,Bought,3.24%,1102.60
2026-07-14,ALKEM,Alkem Laboratories Ltd.,Sold,Bought,-1.81%,5567.00
2026-07-14,CROMPTON,Crompton Gr. Con,Bought,Bought,0.04%,261.80
2026-07-14,TATASTEEL,Tata Steel Limited,Sold,Bought,-2.13%,187.11
2026-07-14,COFORGE,Coforge Limited,Bought,Bought,2.47%,1540.90
2026-07-14,TCS,Tata Consultancy Services Limited,Bought,Sold,5.44%,2181.50
2026-07-14,ZYDUSLIFE,Zydus Lifesciences Ltd,Sold,Bought,-1.69%,1131.30
2026-07-14,TATAELXSI,Tata Elxsi Limited,Bought,Sold,3.61%,3823.60
2026-07-14,GODREJCP,Godrej Consumer Products Limited,Sold,Bought,-1.81%,1068.70
2026-07-14,LTM,Ltimindtree Limited,Bought,Bought,2.16%,4124.30
2026-07-14,BLUESTARCO,Blue Star Limited,Bought,Bought,3.26%,1716.10
2026-07-14,OIL,Oil India Limited,Bought,Bought,1.44%,431.05
2026-07-14,MOTHERSON,Samvrdhna Mthrsn Intl Ltd,Bought,Bought,0.61%,144.06
2026-07-14,BIOCON,Biocon Limited,Sold,Bought,-1.8%,410.95
2026-07-14,NMDC,NMDC Limited,Sold,Bought,-0.93%,84.13
2026-07-14,JINDALSTEL,Jindal Steel & Power Limited,Sold,Bought,-2.14%,1028.80
2026-07-14,EICHERMOT,Eicher Motors Limited,Sold,Bought,-0.94%,7296.50
2026-07-14,ICICIBANK,ICICI Bank Limited,Bought,Bought,0.59%,1409.50
2026-07-14,VMM,Vishal Mega Mart Limited,Sold,Bought,-2.17%,116.21
2026-07-14,APOLLOHOSP,Apollo Hospitals Enterprise Limited,Sold,Bought,-0.66%,8782.50
2026-07-14,ONGC,Oil & Natural Gas Corporation Limited,Bought,Bought,1.42%,248.45
2026-07-14,PATANJALI,Patanjali Foods Limited,Sold,Bought,-1.2%,408.85
2026-07-14,BOSCHLTD,Bosch Limited,Sold,Bought,-0.29%,41695.00
