Date,Symbol,Stock_Name,FII_DII_Cash,FII_DII_FNO,Price_Change,Current_Price
2026-06-24,VEDL,Vedanta Limited,Sold,Bought,-7.9%,281.70
2026-06-24,OBEROIRLTY,Oberoi Realty Limited,Bought,Bought,0.79%,1704.40
2026-06-24,LODHA,Macrotech Developers Ltd,Sold,Bought,-1.72%,910.75
2026-06-24,NAUKRI,Info Edge,Bought,Bought,2.75%,1011.60
2026-06-24,GODREJPROP,Godrej Properties Limited,Sold,Bought,-0.51%,1789.70
2026-06-24,NMDC,NMDC Limited,Sold,Sold,-3.32%,85.26
2026-06-24,ANGELONE,Angel One Limited,Sold,Sold,-3.58%,342.10
2026-06-24,NATIONALUM,National Aluminium Company Limited,Sold,Bought,-5.97%,355.40
2026-06-24,UNIONBANK,Union Bank of India,Sold,Sold,-0.85%,175.12
2026-06-24,INDUSTOWER,Indus Towers Limited,Sold,Bought,-3.24%,400.00
2026-06-24,PAYTM,One 97 Communications Ltd,Sold,Sold,-0.12%,1088.00
2026-06-24,PRESTIGE,Prestige Estates Projects Limited,Bought,Bought,0.01%,1512.70
2026-06-24,ICICIBANK,ICICI Bank Limited,Sold,Sold,-1.04%,1338.30
2026-06-24,KALYANKJIL,Kalyan Jewellers Ind Ltd,Sold,Sold,-2.1%,373.10
2026-06-24,MPHASIS,MphasiS Limited,Sold,Bought,-1.56%,2244.60
2026-06-24,LAURUSLABS,Laurus Labs Limited,Bought,Bought,3.14%,1481.00
2026-06-24,EXIDEIND,Exide Industries Limited,Sold,Bought,-0.6%,379.05
2026-06-24,WIPRO,Wipro Limited,Sold,Bought,-3.16%,174.49
2026-06-24,BIOCON,Biocon Limited,Bought,Bought,0.5%,423.20
2026-06-24,LTM,Ltimindtree Limited,Sold,Bought,-1.61%,3768.40
2026-06-24,JSWSTEEL,JSW Steel Limited,Sold,Bought,-3.13%,1242.20
2026-06-24,CAMS,Computer Age Mngt Ser Ltd,Sold,Sold,-0.91%,811.65
2026-06-24,ZYDUSLIFE,Zydus Lifesciences Ltd,Bought,Bought,2.46%,1112.20
2026-06-24,HINDZINC,Hindustan Zinc Limited,Sold,Bought,-4.61%,546.80
2026-06-24,ADANIPORTS,Adani Ports and Special Economic Zone Limited,Sold,Bought,-2.36%,1784.00
2026-06-24,APLAPOLLO,APL Apollo Tubes Limited,Sold,Sold,-0.7%,1842.00
2026-06-24,BANDHANBNK,Bandhan Bank Limited,Sold,Sold,-0.58%,207.12
2026-06-24,PETRONET,Petronet LNG Limited,Sold,Sold,-0.54%,284.95
2026-06-24,MAXHEALTH,Max Healthcare Ins Ltd,Sold,Sold,-1.55%,1078.05
2026-06-24,GLENMARK,Glenmark Pharmaceuticals Limited,Sold,Bought,-0.57%,2179.40
2026-06-24,ALKEM,Alkem Laboratories Ltd.,Bought,Bought,0.9%,5415.50
2026-06-24,GRASIM,Grasim Industries Limited,Sold,Sold,-0.97%,3144.30
2026-06-24,INFY,Infosys Limited,Sold,Bought,-3.39%,1029.30
2026-06-24,LT,Larsen & Toubro Limited,Sold,Sold,-0.52%,4179.40
2026-06-24,POWERINDIA,Abb Power Pro N Sys Ind L,Sold,Bought,-1.82%,36090.00
2026-06-24,KEI,KEI Industries Limited,Sold,Bought,-1.49%,5576.00
2026-06-24,DMART,Avenue Supermarts Limited,Bought,Sold,1.44%,4392.90
2026-06-24,GODFRYPHLP,Godfrey Phillips India Limited,Sold,Sold,-2.17%,2237.90
2026-06-24,AXISBANK,Axis Bank Limited,Bought,Sold,0.36%,1363.50
2026-06-24,SRF,SRF Limited,Bought,Bought,0.59%,2736.70
2026-06-24,TATASTEEL,Tata Steel Limited,Sold,Bought,-2.72%,193.56
2026-06-24,DRREDDY,Dr. Reddy's Laboratories Limited,Bought,Bought,0.82%,1301.30
2026-06-24,SUNPHARMA,Sun Pharmaceuticals Industries Limited,Bought,Bought,0.27%,1868.00
2026-06-24,SBILIFE,Sbi Life Insurance Co Ltd,Sold,Bought,-1.07%,1786.20
2026-06-24,KFINTECH,Kfin Technologies Limited,Sold,Bought,-1.76%,888.80
2026-06-24,ASTRAL,Astral Poly Technik Limited,Sold,Bought,-2.21%,1523.40
2026-06-24,HINDALCO,Hindalco Industries Limited,Sold,Bought,-2.7%,986.80
2026-06-24,SBIN,State Bank of India,Sold,Sold,-1.59%,1024.20
2026-06-24,IDEA,Idea Cellular Limited,Sold,Bought,-2.5%,14.45
2026-06-24,POLYCAB,Polycab India Limited,Sold,Sold,-1.02%,9920.50
2026-06-24,BEL,Bharat Electronics Limited,Sold,Bought,-2.67%,420.00
2026-06-24,UPL,UPL Limited,Sold,Bought,-1.44%,596.80
2026-06-24,TATACONSUM,Tata Consumer Product Ltd,Sold,Sold,-0.82%,1103.80
2026-06-24,GMRAIRPORT,Gmr Airports Limited,Sold,Sold,-0.75%,107.37
2026-06-24,MARUTI,Maruti Suzuki India Limited,Bought,Sold,0.22%,13451.00
2026-06-24,PNBHOUSING,Pnb Housing Fin Ltd.,Bought,Bought,1.18%,1022.30
2026-06-24,CONCOR,Container Corporation of India Limited,Bought,Sold,1.18%,479.25
2026-06-24,TITAN,Titan Company Limited,Sold,Sold,-1.54%,4305.30
