Date,Symbol,Stock_Name,FII_DII_Cash,FII_DII_FNO,Price_Change,Current_Price
2026-07-23,BANDHANBNK,Bandhan Bank Limited,Sold,Bought,-16.92%,173.50
2026-07-23,AUROPHARMA,Aurobindo Pharma Limited,Sold,Bought,-2.92%,1533.60
2026-07-23,NESTLEIND,Nestle India Limited,Bought,Bought,2.87%,1493.60
2026-07-23,ALKEM,Alkem Laboratories Ltd.,Sold,Sold,-1.7%,5585.00
2026-07-23,ICICIPRULI,ICICI Pru Life,Sold,Sold,-0.2%,499.50
2026-07-23,INOXWIND,Inox Wind Limited,Sold,Bought,-2.97%,76.67
2026-07-23,GLENMARK,Glenmark Pharmaceuticals Limited,Sold,Bought,-1.88%,2199.90
2026-07-23,COCHINSHIP,Cochin Shipyard Limited,Sold,Sold,-2.68%,1367.70
2026-07-23,PGEL,PG Electroplast Limited,Sold,Bought,-5.7%,575.40
2026-07-23,PIIND,PI Industries Limited,Bought,Bought,0.59%,2697.60
2026-07-23,SRF,SRF Limited,Sold,Bought,-2.44%,2867.20
2026-07-23,ETERNAL,Eternal Limited,Sold,Bought,-0.77%,284.40
2026-07-23,VOLTAS,Voltas Limited,Sold,Bought,-3.77%,1308.00
2026-07-23,ICICIGI,Icici Lombard Gic Limited,Sold,Sold,-2.49%,1583.50
2026-07-23,ZYDUSLIFE,Zydus Lifesciences Ltd,Sold,Sold,-1.47%,1126.30
2026-07-23,MPHASIS,MphasiS Limited,Sold,Bought,-4.47%,2273.80
2026-07-23,CROMPTON,Crompton Gr. Con,Sold,Bought,-1.04%,255.70
2026-07-23,POLYCAB,Polycab India Limited,Bought,Sold,2.1%,9090.50
2026-07-23,NYKAA,Fsn E Commerce Ventures,Sold,Bought,-0.41%,326.60
2026-07-23,MOTILALOFS,Motilal Oswal Financial Services Limited,Sold,Bought,-2.25%,943.05
2026-07-23,ADANIPOWER,Adani Power Limited,Sold,Bought,-1.55%,216.95
2026-07-23,JSWENERGY,JSW Energy Limited,Sold,Bought,-0.79%,561.70
2026-07-23,OFSS,Oracle Financial Services Software Limited,Sold,Bought,-6.71%,10851.00
2026-07-23,YESBANK,Yes Bank Limited,Bought,Bought,0.43%,23.24
2026-07-23,PRESTIGE,Prestige Estates Projects Limited,Sold,Sold,-2.57%,1663.10
2026-07-23,DIVISLAB,Divi's Laboratories Limited,Bought,Sold,0.77%,7386.50
2026-07-23,ADANIGREEN,Adani Green Energy Ltd,Sold,Bought,-4.51%,1472.30
2026-07-23,JSWSTEEL,JSW Steel Limited,Sold,Sold,-0.04%,1266.90
2026-07-23,LODHA,Macrotech Developers Ltd,Sold,Bought,-3.17%,1161.00
2026-07-23,GAIL,GAIL,Sold,Bought,-0.56%,173.01
2026-07-23,TITAN,Titan Company Limited,Bought,Bought,0.49%,4711.60
2026-07-23,BIOCON,Biocon Limited,Sold,Sold,-0.53%,437.95
2026-07-23,BOSCHLTD,Bosch Limited,Bought,Sold,1.69%,41560.00
2026-07-23,SUZLON,Suzlon Energy Limited,Sold,Bought,-0.3%,53.01
2026-07-23,INDIGO,INTERGLOBE AVIATIO INR10,Sold,Bought,-3.54%,5117.00
2026-07-23,LICHSGFIN,LIC Housing Finance Limited,Sold,Bought,-1.82%,538.60
2026-07-23,MANKIND,Mankind Pharma Limited,Sold,Bought,-1.35%,2544.70
2026-07-23,BAJAJ-AUTO,Bajaj Auto Limited,Bought,Bought,5.72%,10998.50
2026-07-23,CUMMINSIND,Cummins India Limited,Bought,Sold,0.05%,5586.00
2026-07-23,SBICARD,Sbi Cards & Pay Ser Ltd,Sold,Sold,-2.82%,626.85
2026-07-23,MAZDOCK,Mazagon Dock Shipbuil Ltd,Sold,Bought,-1.98%,2307.40
2026-07-23,APLAPOLLO,APL Apollo Tubes Limited,Bought,Sold,0.18%,1822.90
2026-07-23,HEROMOTOCO,Hero MotoCorp Limited,Sold,Bought,-0.93%,4987.10
2026-07-23,LUPIN,Lupin Limited,Sold,Bought,-4.29%,2406.90
2026-07-23,BPCL,Bharat Petroleum Corporation Limited,Sold,Bought,-1.68%,314.00
2026-07-23,OBEROIRLTY,Oberoi Realty Limited,Sold,Bought,-1.77%,1851.50
2026-07-23,UNOMINDA,Uno Minda Limited,Sold,Bought,-1.44%,1130.90
2026-07-23,BDL,Bharat Dynamics Limited,Sold,Bought,-1.86%,1249.50
2026-07-23,SWIGGY,Swiggy Limited,Sold,Sold,-2.36%,263.85
