Date,Symbol,Stock_Name,FII_DII_Cash,FII_DII_FNO,Price_Change,Current_Price
2026-09-09,POWERINDIA,Abb Power Pro N Sys Ind L,Sold,Bought,-2.01%,31135.00
2026-09-09,TIINDIA,Tube Invest Of India Ltd,Sold,Bought,-1.65%,2638.70
2026-09-09,HAL,Hindustan Aeronautics Ltd,Bought,Sold,3.62%,5031.10
2026-09-09,BANDHANBNK,Bandhan Bank Limited,Bought,Bought,4.18%,171.58
2026-09-09,BEL,Bharat Electronics Limited,Bought,Sold,1.62%,410.55
2026-09-09,DELHIVERY,Delhivery Limited,Bought,Sold,0.24%,454.90
2026-09-09,LODHA,Macrotech Developers Ltd,Bought,Sold,1%,1212.00
2026-09-09,JUBLFOOD,Jubilant Foodworks Limited,Bought,Bought,1.05%,480.40
2026-09-09,KALYANKJIL,Kalyan Jewellers Ind Ltd,Bought,Sold,3.65%,612.60
2026-09-09,360ONE,360 One Wam Limited,Sold,Bought,-2.37%,1110.00
2026-09-09,NAUKRI,Info Edge,Sold,Bought,-0.81%,1292.00
2026-09-09,HDFCLIFE,Hdfc Stand Life In Co Ltd,Bought,Bought,0.11%,533.80
2026-09-09,NBCC,National Buildings Construction Corporation Limited,Bought,Sold,0%,86.00
2026-09-09,LICI,Life Insura Corp Of India,Sold,Bought,-0.18%,410.75
2026-09-09,BLUESTARCO,Blue Star Limited,Sold,Bought,-2.35%,1460.90
2026-09-09,AXISBANK,Axis Bank Limited,Sold,Bought,-1.67%,1244.90
2026-09-09,CUMMINSIND,Cummins India Limited,Bought,Bought,0.2%,5040.00
2026-09-09,PRESTIGE,Prestige Estates Projects Limited,Bought,Bought,0.75%,1561.60
2026-09-09,MARICO,Marico Limited,Bought,Bought,2.22%,823.90
2026-09-09,PAGEIND,Page Industries Limited,Bought,Sold,0.25%,35915.00
2026-09-09,VOLTAS,Voltas Limited,Sold,Bought,-1.92%,1144.80
2026-09-09,AUROPHARMA,Aurobindo Pharma Limited,Bought,Bought,1.93%,1692.00
2026-09-09,BPCL,Bharat Petroleum Corporation Limited,Sold,Bought,-2.89%,303.85
2026-09-09,BDL,Bharat Dynamics Limited,Bought,Bought,0.06%,1242.50
2026-09-09,CROMPTON,Crompton Gr. Con,Bought,Bought,0.38%,231.90
2026-09-09,DLF,DLF Limited,Bought,Sold,0.36%,675.10
2026-09-09,LAURUSLABS,Laurus Labs Limited,Bought,Sold,3.74%,1946.90
2026-09-09,HDFCAMC,Hdfc Amc Limited,Bought,Bought,0.63%,2447.30
2026-09-09,BAJAJ-AUTO,Bajaj Auto Limited,Bought,Sold,0.68%,11880.00
2026-09-09,HINDZINC,Hindustan Zinc Limited,Bought,Sold,1.08%,595.50
2026-09-09,ADANIPOWER,Adani Power Limited,Bought,Sold,1.91%,208.40
2026-09-09,LICHSGFIN,LIC Housing Finance Limited,Bought,Sold,1.99%,563.00
2026-09-09,HINDUNILVR,Hindustan Unilever Limited,Bought,Sold,1.02%,1980.00
2026-09-09,PGEL,PG Electroplast Limited,Sold,Bought,-1.05%,553.70
2026-09-09,GMRAIRPORT,Gmr Airports Limited,Bought,Sold,1.1%,97.00
2026-09-09,SIEMENS,Siemens Limited,Bought,Bought,0.62%,3951.30
2026-09-09,TVSMOTOR,TVS Motor Company Limited,Bought,Bought,0.03%,4133.20
2026-09-09,KOTAKBANK,Kotak Mahindra Bank Limited,Sold,Sold,-0.68%,419.25
2026-09-09,HINDALCO,Hindalco Industries Limited,Bought,Bought,0.3%,1009.00
2026-09-09,GLENMARK,Glenmark Pharmaceuticals Limited,Bought,Sold,0.92%,2474.50
2026-09-09,DIVISLAB,Divi's Laboratories Limited,Bought,Bought,2.79%,9575.00
2026-09-09,NATIONALUM,National Aluminium Company Limited,Bought,Bought,1.41%,371.05
2026-09-09,DMART,Avenue Supermarts Limited,Bought,Sold,0.27%,3720.20
2026-09-09,HDFCBANK,HDFC Bank Limited,Sold,Bought,-1.06%,703.00
2026-09-09,SAGILITY,Sagility India Limited,Sold,Sold,-0.54%,45.70
2026-09-09,ULTRACEMCO,UltraTech Cement Limited,Sold,Bought,-1.49%,11009.00
2026-09-09,ASIANPAINT,Asian Paints Limited,Sold,Sold,-0.77%,2481.60
2026-09-09,MUTHOOTFIN,Muthoot Finance Limited,Bought,Bought,0.68%,2899.70
2026-09-09,ICICIBANK,ICICI Bank Limited,Sold,Bought,-1.97%,1399.40
2026-09-09,ABB,ABB India Limited,Sold,Bought,-0.63%,7387.00
